global_rank,global_rank_idx,model,model_type,seed,epochs,batch_size,lr,weight_decay,dropout,cross_layers,cross_rank,embed_dim,hidden_dims,cutoff_kind,best_epoch,best_margin,best_val_score,train_loss_last,train_acc,train_mcc,train_recall_down,train_recall_sideways,train_recall_up,train_recall_min,train_recall_gap,train_pred_up_share,train_true_up_share,train_pred_down_share,train_true_down_share,train_pred_sideways_share,train_true_sideways_share,train_true_balance_gap_ud,train_pred_balance_gap_ud,train_pred_target_gap,train_support_true_0,train_support_pred_0,train_share_true_0,train_share_pred_0,train_cm_00,train_cm_01,train_support_true_1,train_support_pred_1,train_share_true_1,train_share_pred_1,train_cm_10,train_cm_11,val_acc,val_mcc,val_recall_down,val_recall_sideways,val_recall_up,val_recall_min,val_recall_gap,val_pred_up_share,val_true_up_share,val_pred_down_share,val_true_down_share,val_pred_sideways_share,val_true_sideways_share,val_true_balance_gap_ud,val_pred_balance_gap_ud,val_pred_target_gap,val_support_true_0,val_support_pred_0,val_share_true_0,val_share_pred_0,val_cm_00,val_cm_01,val_support_true_1,val_support_pred_1,val_share_true_1,val_share_pred_1,val_cm_10,val_cm_11,test_acc,test_mcc,test_recall_down,test_recall_sideways,test_recall_up,test_recall_min,test_recall_gap,test_pred_up_share,test_true_up_share,test_pred_down_share,test_true_down_share,test_pred_sideways_share,test_true_sideways_share,test_true_balance_gap_ud,test_pred_balance_gap_ud,test_pred_target_gap,test_support_true_0,test_support_pred_0,test_share_true_0,test_share_pred_0,test_cm_00,test_cm_01,test_support_true_1,test_support_pred_1,test_share_true_1,test_share_pred_1,test_cm_10,test_cm_11
1,0,dcn_dropout_high,dcn,45,6,512,0.001,0.0001,0.4,3,64,32,384x192x96,threshold,6,0.59,0.4045778172946195,0.0941100537776947,0.9990503323836656,0.9980753712152772,0.998303647158609,,1.0,0.998303647158609,0.001696352841391,0.4411206077872744,0.4401709401709401,0.5588793922127255,0.5598290598290598,0.0,0.0,0.1196581196581196,0.117758784425451,0.0009496676163343,1179.0,1177.0,0.5598290598290598,0.5588793922127255,1177.0,2.0,927.0,929.0,0.4401709401709401,0.4411206077872744,0.0,927.0,0.4124168514412417,-0.1745090291312252,0.411522633744856,,0.4134615384615384,0.411522633744856,0.0019389047166824,0.5077605321507761,0.4611973392461197,0.4922394678492239,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0155210643015521,0.0465631929046563,243.0,222.0,0.5388026607538803,0.4922394678492239,100.0,143.0,208.0,229.0,0.4611973392461197,0.5077605321507761,122.0,86.0,0.6703539823008849,0.1314438122328391,0.6681715575620768,,0.7777777777777778,0.6681715575620768,0.1096062202157009,0.3407079646017699,0.0199115044247787,0.6592920353982301,0.9800884955752212,0.0,0.0,0.9601769911504424,0.3185840707964602,0.3207964601769911,443.0,298.0,0.9800884955752212,0.6592920353982301,296.0,147.0,9.0,154.0,0.0199115044247787,0.3407079646017699,2.0,7.0
2,1,dcn_cross_heavy,dcn,44,6,512,0.001,0.0001,0.15,6,128,32,384x192x96,threshold,4,0.48,0.4699287398338888,0.1059387996792793,0.9971509971509972,0.9942197382317152,0.998303647158609,,0.9956850053937432,0.9956850053937432,0.0026186417648657,0.4392212725546059,0.4401709401709401,0.5607787274453941,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1215574548907882,0.0009496676163342,1179.0,1181.0,0.5598290598290598,0.5607787274453941,1177.0,2.0,927.0,925.0,0.4401709401709401,0.4392212725546059,4.0,923.0,0.4789356984478936,-0.0417391808238957,0.4773662551440329,,0.4807692307692308,0.4773662551440329,0.0034029756251978,0.5033259423503326,0.4611973392461197,0.4966740576496674,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0066518847006651,0.0421286031042128,243.0,224.0,0.5388026607538803,0.4966740576496674,116.0,127.0,208.0,227.0,0.4611973392461197,0.5033259423503326,108.0,100.0,0.8893805309734514,0.2434052980395101,0.8939051918735892,,0.6666666666666666,0.6666666666666666,0.2272385252069225,0.1172566371681416,0.0199115044247787,0.8827433628318584,0.9800884955752212,0.0,0.0,0.9601769911504424,0.7654867256637168,0.0973451327433628,443.0,399.0,0.9800884955752212,0.8827433628318584,396.0,47.0,9.0,53.0,0.0199115044247787,0.1172566371681416,3.0,6.0
3,2,deepfm_embed128,deepfm,45,6,512,0.001,0.0001,0.15,3,64,128,384x192x96,threshold,3,0.9,0.0305575936910625,1.6257523536682128,0.6538461538461539,0.2859095262451366,0.8303647158608991,,0.4293419633225458,0.4293419633225458,0.4010227525383532,0.2839506172839506,0.4401709401709401,0.7160493827160493,0.5598290598290598,0.0,0.0,0.1196581196581196,0.4320987654320987,0.1562203228869895,1179.0,1508.0,0.5598290598290598,0.7160493827160493,979.0,200.0,927.0,598.0,0.4401709401709401,0.2839506172839506,529.0,398.0,0.5011086474501109,0.0342986500776033,0.3251028806584362,,0.7067307692307693,0.3251028806584362,0.381627888572333,0.6895787139689579,0.4611973392461197,0.3104212860310421,0.5388026607538803,0.0,0.0,0.0776053215077605,0.3791574279379157,0.2283813747228381,243.0,140.0,0.5388026607538803,0.3104212860310421,79.0,164.0,208.0,311.0,0.4611973392461197,0.6895787139689579,61.0,147.0,0.5929203539823009,0.1039231810742359,0.5891647855530474,,0.7777777777777778,0.5891647855530474,0.1886129922247303,0.4181415929203539,0.0199115044247787,0.581858407079646,0.9800884955752212,0.0,0.0,0.9601769911504424,0.163716814159292,0.3982300884955752,443.0,263.0,0.9800884955752212,0.581858407079646,261.0,182.0,9.0,189.0,0.0199115044247787,0.4181415929203539,2.0,7.0
4,3,deepfm_narrow,deepfm,43,6,512,0.001,0.0001,0.15,3,64,32,256x128,threshold,1,0.8,0.462667739517333,0.2679934352636337,0.6747388414055081,0.3338141943670165,0.8600508905852418,,0.4390507011866235,0.4390507011866235,0.4210001893986182,0.2716049382716049,0.4401709401709401,0.7283950617283951,0.5598290598290598,0.0,0.0,0.1196581196581196,0.4567901234567901,0.1685660018993352,1179.0,1534.0,0.5598290598290598,0.7283950617283951,1014.0,165.0,927.0,572.0,0.4401709401709401,0.2716049382716049,520.0,407.0,0.4700665188470067,-0.0595315915531745,0.4691358024691358,,0.4711538461538461,0.4691358024691358,0.0020180436847103,0.5033259423503326,0.4611973392461197,0.4966740576496674,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0066518847006651,0.0421286031042128,243.0,224.0,0.5388026607538803,0.4966740576496674,114.0,129.0,208.0,227.0,0.4611973392461197,0.5033259423503326,110.0,98.0,0.9446902654867256,0.30487713151619,0.9525959367945824,,0.5555555555555556,0.5555555555555556,0.3970403812390268,0.0575221238938053,0.0199115044247787,0.9424778761061948,0.9800884955752212,0.0,0.0,0.9601769911504424,0.8849557522123894,0.0376106194690265,443.0,426.0,0.9800884955752212,0.9424778761061948,422.0,21.0,9.0,26.0,0.0199115044247787,0.0575221238938053,4.0,5.0
5,4,deepfm_narrow,deepfm,45,6,512,0.001,0.0001,0.15,3,64,32,256x128,threshold,3,0.54,0.366891840719754,0.2022794485092163,0.8513770180436847,0.697523311194143,0.8931297709923665,,0.7982740021574973,0.7982740021574973,0.0948557688348691,0.4112060778727445,0.4401709401709401,0.5887939221272555,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1775878442545109,0.0289648622981956,1179.0,1240.0,0.5598290598290598,0.5887939221272555,1053.0,126.0,927.0,866.0,0.4401709401709401,0.4112060778727445,187.0,740.0,0.376940133037694,-0.2456856713543159,0.3786008230452675,,0.375,0.375,0.0036008230452674,0.5077605321507761,0.4611973392461197,0.4922394678492239,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0155210643015521,0.0465631929046563,243.0,222.0,0.5388026607538803,0.4922394678492239,92.0,151.0,208.0,229.0,0.4611973392461197,0.5077605321507761,130.0,78.0,0.7123893805309734,0.0501978419133752,0.7178329571106095,,0.4444444444444444,0.4444444444444444,0.273388512666165,0.2853982300884956,0.0199115044247787,0.7146017699115044,0.9800884955752212,0.0,0.0,0.9601769911504424,0.4292035398230088,0.2654867256637168,443.0,323.0,0.9800884955752212,0.7146017699115044,318.0,125.0,9.0,129.0,0.0199115044247787,0.2853982300884956,5.0,4.0
