run_id,seed,model_type,hidden_dims,dropout,cross_layers,cross_rank,embed_dim,learning_rate,weight_decay,class_weight_power,label_smoothing,batch_size,cutoff_kind,cutoff_objective,best_epoch,best_margin,best_val_score,train_loss_last,train_acc,train_mcc,train_recall_down,train_recall_sideways,train_recall_up,train_recall_min,train_recall_gap,train_pred_up_share,train_true_up_share,train_pred_down_share,train_true_down_share,train_pred_sideways_share,train_true_sideways_share,train_true_balance_gap_ud,train_pred_balance_gap_ud,train_pred_target_gap,train_support_true_0,train_support_pred_0,train_share_true_0,train_share_pred_0,train_cm_00,train_cm_01,train_support_true_1,train_support_pred_1,train_share_true_1,train_share_pred_1,train_cm_10,train_cm_11,train_segment_n_segments,train_segment_n_segment_days,train_segment_weighted_hit_rate,train_segment_unweighted_hit_rate,train_segment_weighted_majority_hit,train_segment_unweighted_majority_hit,train_cutoff_score,val_acc,val_mcc,val_recall_down,val_recall_sideways,val_recall_up,val_recall_min,val_recall_gap,val_pred_up_share,val_true_up_share,val_pred_down_share,val_true_down_share,val_pred_sideways_share,val_true_sideways_share,val_true_balance_gap_ud,val_pred_balance_gap_ud,val_pred_target_gap,val_support_true_0,val_support_pred_0,val_share_true_0,val_share_pred_0,val_cm_00,val_cm_01,val_support_true_1,val_support_pred_1,val_share_true_1,val_share_pred_1,val_cm_10,val_cm_11,val_segment_n_segments,val_segment_n_segment_days,val_segment_weighted_hit_rate,val_segment_unweighted_hit_rate,val_segment_weighted_majority_hit,val_segment_unweighted_majority_hit,val_cutoff_score,test_acc,test_mcc,test_recall_down,test_recall_sideways,test_recall_up,test_recall_min,test_recall_gap,test_pred_up_share,test_true_up_share,test_pred_down_share,test_true_down_share,test_pred_sideways_share,test_true_sideways_share,test_true_balance_gap_ud,test_pred_balance_gap_ud,test_pred_target_gap,test_support_true_0,test_support_pred_0,test_share_true_0,test_share_pred_0,test_cm_00,test_cm_01,test_support_true_1,test_support_pred_1,test_share_true_1,test_share_pred_1,test_cm_10,test_cm_11,test_segment_n_segments,test_segment_n_segment_days,test_segment_weighted_hit_rate,test_segment_unweighted_hit_rate,test_segment_weighted_majority_hit,test_segment_unweighted_majority_hit,test_cutoff_score
26,44,dcn,256x128,0.6,6,96,0,0.0003,1e-05,1.6,0.02,768,threshold,segment_weighted,1,0.8999999999999996,0.39884633209955167,0.19430853426456451,0.7559354226020892,0.5125470565928429,0.9168787107718406,,0.5512405609492989,0.5512405609492989,0.3656381498225417,0.28917378917378916,0.44017094017094016,0.7108262108262108,0.5598290598290598,0.0,0.0,0.11965811965811968,0.4216524216524216,0.150997150997151,1179.0,1497.0,0.5598290598290598,0.7108262108262108,1081.0,98.0,927.0,609.0,0.44017094017094016,0.28917378917378916,416.0,511.0,80.0,2086.0,0.6043309865597805,0.582373847718255,0.5787365399903989,0.5875,0.33026462356434316,0.38137472283813745,-0.23372740143257115,0.36213991769547327,,0.40384615384615385,0.36213991769547327,0.04170623615068059,0.5299334811529933,0.4611973392461197,0.4700665188470067,0.5388026607538803,0.0,0.0,0.07760532150776056,0.05986696230598665,0.0687361419068736,243.0,212.0,0.5388026607538803,0.4700665188470067,88.0,155.0,208.0,239.0,0.4611973392461197,0.5299334811529933,124.0,84.0,12.0,451.0,0.4362890344338529,0.48884410683171103,0.4769835220693246,0.5,0.39884633209955167,0.7809734513274337,0.15037138949921794,0.7832957110609481,,0.6666666666666666,0.6666666666666666,0.11662904439428146,0.22566371681415928,0.01991150442477876,0.7743362831858407,0.9800884955752213,0.0,0.0,0.9601769911504425,0.5486725663716814,0.20575221238938052,443.0,350.0,0.9800884955752213,0.7743362831858407,347.0,96.0,9.0,102.0,0.01991150442477876,0.22566371681415928,3.0,6.0,3.0,452.0,0.9528672162367038,0.784992784992785,1.0,1.0,0.8465366196739811
48,45,dcn,256x128,0.5,5,48,0,0.0005,0.0001,1.5,0.02,768,threshold,segment_weighted,1,0.7699999999999997,0.42773602231974267,0.1446921726067861,0.8433048433048433,0.686464299783411,0.8286683630195081,,0.8619201725997843,0.8286683630195081,0.03325180958027618,0.47530864197530864,0.44017094017094016,0.5246913580246914,0.5598290598290598,0.0,0.0,0.11965811965811968,0.04938271604938271,0.03513770180436848,1179.0,1105.0,0.5598290598290598,0.5246913580246914,977.0,202.0,927.0,1001.0,0.44017094017094016,0.47530864197530864,128.0,799.0,80.0,2086.0,0.7665546643675297,0.6686754262754254,0.8051101257303732,0.6875,0.7390618734448122,0.458980044345898,-0.0814301114725578,0.4567901234567901,,0.46153846153846156,0.4567901234567901,0.004748338081671466,0.5055432372505543,0.4611973392461197,0.49445676274944567,0.5388026607538803,0.0,0.0,0.07760532150776056,0.011086474501108612,0.04434589800443456,243.0,223.0,0.5388026607538803,0.49445676274944567,111.0,132.0,208.0,228.0,0.4611973392461197,0.5055432372505543,112.0,96.0,12.0,451.0,0.4363813667374448,0.5340240815323666,0.5588470345883316,0.5833333333333334,0.42773602231974267,0.9734513274336283,0.5545217032277463,0.9774266365688488,,0.7777777777777778,0.7777777777777778,0.19964885879107097,0.03761061946902655,0.01991150442477876,0.9623893805309734,0.9800884955752213,0.0,0.0,0.9601769911504425,0.9247787610619469,0.01769911504424779,443.0,435.0,0.9800884955752213,0.9623893805309734,433.0,10.0,9.0,17.0,0.01991150442477876,0.03761061946902655,2.0,7.0,3.0,452.0,0.9879435236639051,0.9151034151034151,1.0,1.0,0.8460654287048457
11,44,dcn,384x192x96,0.55,6,96,0,0.0003,1e-05,1.5,0.08,384,threshold,segment_weighted,3,0.7299999999999996,0.539449088306218,0.23678485055764517,0.9805318138651472,0.9607018363547953,0.9940627650551315,,0.9633225458468176,0.9633225458468176,0.030740219208313824,0.42735042735042733,0.44017094017094016,0.5726495726495726,0.5598290598290598,0.0,0.0,0.11965811965811968,0.14529914529914528,0.01282051282051283,1179.0,1206.0,0.5598290598290598,0.5726495726495726,1172.0,7.0,927.0,900.0,0.44017094017094016,0.42735042735042733,34.0,893.0,80.0,2086.0,0.9721445863687087,0.9574461993877978,1.0,1.0,0.9490879713844276,0.49445676274944567,-0.010947443191116223,0.49382716049382713,,0.4951923076923077,0.49382716049382713,0.0013651471984805763,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,120.0,123.0,208.0,226.0,0.4611973392461197,0.5011086474501109,105.0,103.0,12.0,451.0,0.5451940483296333,0.6667541278213521,0.6100534835852509,0.6666666666666666,0.539449088306218,0.8606194690265486,0.2101537857300089,0.8645598194130926,,0.6666666666666666,0.6666666666666666,0.19789315274642594,0.14601769911504425,0.01991150442477876,0.8539823008849557,0.9800884955752213,0.0,0.0,0.9601769911504425,0.7079646017699115,0.1261061946902655,443.0,386.0,0.9800884955752213,0.8539823008849557,383.0,60.0,9.0,66.0,0.01991150442477876,0.14601769911504425,3.0,6.0,3.0,452.0,0.9657774692407722,0.8239538239538239,1.0,1.0,0.8121195189554422
8,44,dcn,384x192x96,0.6,2,48,0,0.0005,0.0003,1.4,0.02,384,threshold,segment_weighted,6,0.8299999999999996,0.3394356394196267,0.13497741023699442,0.9548907882241215,0.9112243918954129,0.9991518235793045,,0.8985976267529665,0.8985976267529665,0.10055419682633804,0.396011396011396,0.44017094017094016,0.603988603988604,0.5598290598290598,0.0,0.0,0.11965811965811968,0.20797720797720798,0.04415954415954415,1179.0,1272.0,0.5598290598290598,0.603988603988604,1178.0,1.0,927.0,834.0,0.44017094017094016,0.396011396011396,94.0,833.0,80.0,2086.0,0.9313819249855525,0.8694448308907333,0.9409049475720658,0.9,0.8556948419079705,0.3303769401330377,-0.33816911628145213,0.3292181069958848,,0.3317307692307692,0.3292181069958848,0.002512662234884444,0.5144124168514412,0.4611973392461197,0.48558758314855877,0.5388026607538803,0.0,0.0,0.07760532150776056,0.02882483370288247,0.053215077605321515,243.0,219.0,0.5388026607538803,0.48558758314855877,80.0,163.0,208.0,232.0,0.4611973392461197,0.5144124168514412,139.0,69.0,12.0,451.0,0.3475803122966844,0.48098657210997287,0.27526444879093315,0.5,0.3394356394196267,0.8827433628318584,0.23481960045212918,0.8871331828442438,,0.6666666666666666,0.6666666666666666,0.22046651617757718,0.12389380530973451,0.01991150442477876,0.8761061946902655,0.9800884955752213,0.0,0.0,0.9601769911504425,0.752212389380531,0.10398230088495575,443.0,396.0,0.9800884955752213,0.8761061946902655,393.0,50.0,9.0,56.0,0.01991150442477876,0.12389380530973451,3.0,6.0,3.0,452.0,0.9693636506307912,0.8347763347763347,1.0,1.0,0.8025592132002926
28,45,dcn,256x128,0.5,5,48,0,0.0005,0.0001,1.3,0.05,384,threshold,segment_weighted,1,0.6699999999999997,0.4010067132878546,0.17945614208777746,0.8784425451092118,0.7530483183534257,0.9202714164546225,,0.8252427184466019,0.8252427184466019,0.0950286980080206,0.40788224121557454,0.44017094017094016,0.5921177587844254,0.5598290598290598,0.0,0.0,0.11965811965811968,0.18423551756885087,0.032288698955365625,1179.0,1247.0,0.5598290598290598,0.5921177587844254,1085.0,94.0,927.0,859.0,0.44017094017094016,0.40788224121557454,162.0,765.0,80.0,2086.0,0.7955331535221078,0.7086041257722503,0.8115326920493402,0.7375,0.7251384210418496,0.41685144124168516,-0.16628605592884743,0.41975308641975306,,0.41346153846153844,0.41346153846153844,0.006291547958214627,0.5033259423503326,0.4611973392461197,0.49667405764966743,0.5388026607538803,0.0,0.0,0.07760532150776056,0.006651884700665134,0.04212860310421285,243.0,224.0,0.5388026607538803,0.49667405764966743,102.0,141.0,208.0,227.0,0.4611973392461197,0.5033259423503326,122.0,86.0,12.0,451.0,0.41046622923111037,0.5143300472485999,0.27526444879093315,0.5,0.4010067132878546,0.9845132743362832,0.5814169937869298,0.9932279909706546,,0.5555555555555556,0.5555555555555556,0.43767243541509904,0.017699115044247787,0.01991150442477876,0.9823008849557522,0.9800884955752213,0.0,0.0,0.9601769911504425,0.9646017699115044,0.0022123893805309734,443.0,444.0,0.9800884955752213,0.9823008849557522,440.0,3.0,9.0,8.0,0.01991150442477876,0.017699115044247787,4.0,5.0,3.0,452.0,0.9819835556908426,0.8486050986050987,1.0,1.0,0.6753473641746095
15,45,dcn,256x128,0.55,5,48,0,0.0005,5e-05,1.6,0.05,512,threshold,segment_weighted,4,0.8799999999999996,0.4198977712725319,0.17747817039489747,0.9382716049382716,0.8797932536722144,0.9991518235793045,,0.86084142394822,0.86084142394822,0.1383103996310845,0.3793922127255461,0.44017094017094016,0.620607787274454,0.5598290598290598,0.0,0.0,0.11965811965811968,0.2412155745489079,0.06077872744539409,1179.0,1307.0,0.5598290598290598,0.620607787274454,1178.0,1.0,927.0,799.0,0.44017094017094016,0.3793922127255461,129.0,798.0,80.0,2086.0,0.9058451933507338,0.8329978137397305,0.9284482323155376,0.8625,0.8017344663155274,0.43458980044345896,-0.1307012344702898,0.43621399176954734,,0.4326923076923077,0.4326923076923077,0.0035216840772396285,0.5033259423503326,0.4611973392461197,0.49667405764966743,0.5388026607538803,0.0,0.0,0.07760532150776056,0.006651884700665134,0.04212860310421285,243.0,224.0,0.5388026607538803,0.49667405764966743,106.0,137.0,208.0,227.0,0.4611973392461197,0.5033259423503326,118.0,90.0,12.0,451.0,0.4274183824991052,0.5060675709653938,0.5229601578203619,0.5,0.4198977712725319,0.9800884955752213,0.46130708464995895,0.9909706546275395,,0.4444444444444444,0.4444444444444444,0.5465262101830951,0.017699115044247787,0.01991150442477876,0.9823008849557522,0.9800884955752213,0.0,0.0,0.9601769911504425,0.9646017699115044,0.0022123893805309734,443.0,444.0,0.9800884955752213,0.9823008849557522,439.0,4.0,9.0,8.0,0.01991150442477876,0.017699115044247787,5.0,4.0,3.0,452.0,0.9773897900788028,0.8104858104858105,0.9618836727426586,0.6666666666666666,0.5945559562249725
36,44,dcn,192x96,0.6,2,48,0,0.0003,0.0003,1.6,0.02,384,threshold,segment_weighted,1,0.7599999999999997,0.37877751675110494,0.24501189589500427,0.7564102564102564,0.5065492877612648,0.8863443596268024,,0.5911542610571737,0.5911542610571737,0.29519009856962863,0.3238366571699905,0.44017094017094016,0.6761633428300095,0.5598290598290598,0.0,0.0,0.11965811965811968,0.35232668566001896,0.11633428300094967,1179.0,1424.0,0.5598290598290598,0.6761633428300095,1045.0,134.0,927.0,682.0,0.44017094017094016,0.3238366571699905,379.0,548.0,80.0,2086.0,0.6139178406720006,0.5718192052961433,0.6281468974887671,0.575,0.3933246577131466,0.4124168514412417,-0.1655057438665155,0.345679012345679,,0.49038461538461536,0.345679012345679,0.14470560303893637,0.5787139689578714,0.4611973392461197,0.4212860310421286,0.5388026607538803,0.0,0.0,0.07760532150776056,0.15742793791574283,0.1175166297117517,243.0,190.0,0.5388026607538803,0.4212860310421286,84.0,159.0,208.0,261.0,0.4611973392461197,0.5787139689578714,106.0,102.0,12.0,451.0,0.4941734344437706,0.5199876626297205,0.5866086294065546,0.5833333333333334,0.37877751675110494,0.7831858407079646,0.07979734638569345,0.7900677200902935,,0.4444444444444444,0.4444444444444444,0.34562327564584905,0.21460176991150443,0.01991150442477876,0.7853982300884956,0.9800884955752213,0.0,0.0,0.9601769911504425,0.5707964601769913,0.19469026548672566,443.0,355.0,0.9800884955752213,0.7853982300884956,350.0,93.0,9.0,97.0,0.01991150442477876,0.21460176991150443,5.0,4.0,3.0,452.0,0.8503005283399517,0.6919753086419753,0.9618836727426586,0.6666666666666666,0.5850014035294504
35,45,dcn,192x96,0.55,6,32,0,0.0003,0.0001,1.4,0.05,768,threshold,segment_weighted,1,0.6499999999999997,0.335338018697425,0.29710660378138226,0.782051282051282,0.5554373936102713,0.8575063613231552,,0.686084142394822,0.686084142394822,0.1714222189283332,0.3817663817663818,0.44017094017094016,0.6182336182336182,0.5598290598290598,0.0,0.0,0.11965811965811968,0.23646723646723644,0.05840455840455838,1179.0,1302.0,0.5598290598290598,0.6182336182336182,1011.0,168.0,927.0,804.0,0.44017094017094016,0.3817663817663818,291.0,636.0,80.0,2086.0,0.6650810107016806,0.6122097118924128,0.6767546970909103,0.6375,0.5380769104433003,0.37472283813747226,-0.24681778977191435,0.35390946502057613,,0.39903846153846156,0.35390946502057613,0.045128996517885434,0.532150776053215,0.4611973392461197,0.4678492239467849,0.5388026607538803,0.0,0.0,0.07760532150776056,0.06430155210643013,0.07095343680709532,243.0,211.0,0.5388026607538803,0.4678492239467849,86.0,157.0,208.0,240.0,0.4611973392461197,0.532150776053215,125.0,83.0,12.0,451.0,0.37544272867679623,0.5835657711165061,0.1722561633097448,0.5,0.335338018697425,0.8761061946902655,0.09572852661151203,0.8871331828442438,,0.3333333333333333,0.3333333333333333,0.5537998495109104,0.1172566371681416,0.01991150442477876,0.8827433628318584,0.9800884955752213,0.0,0.0,0.9601769911504425,0.7654867256637168,0.09734513274336283,443.0,399.0,0.9800884955752213,0.8827433628318584,393.0,50.0,9.0,53.0,0.01991150442477876,0.1172566371681416,6.0,3.0,3.0,452.0,0.9566582082116775,0.7236652236652237,0.9618836727426586,0.6666666666666666,0.5573168976248366
39,44,dcn,320x160,0.4,5,48,0,0.0008,0.0001,1.4,0.05,512,threshold,segment_weighted,5,0.5699999999999997,0.42920963864777945,0.1490883857011795,0.9952516619183286,0.9903653746387016,0.9957591178965225,,0.9946062567421791,0.9946062567421791,0.001152861154343432,0.44017094017094016,0.44017094017094016,0.5598290598290598,0.5598290598290598,0.0,0.0,0.11965811965811968,0.11965811965811968,0.0,1179.0,1179.0,0.5598290598290598,0.5598290598290598,1174.0,5.0,927.0,927.0,0.44017094017094016,0.44017094017094016,5.0,922.0,80.0,2086.0,0.9946177517671463,0.9885044642857143,1.0,1.0,0.9938107489591059,0.43902439024390244,-0.12112654746390716,0.43621399176954734,,0.4423076923076923,0.43621399176954734,0.006093700538144953,0.5077605321507761,0.4611973392461197,0.49223946784922396,0.5388026607538803,0.0,0.0,0.07760532150776056,0.015521064301552145,0.04656319290465638,243.0,222.0,0.5388026607538803,0.49223946784922396,106.0,137.0,208.0,229.0,0.4611973392461197,0.5077605321507761,116.0,92.0,12.0,451.0,0.4390628121730397,0.5937979874836846,0.2924139050039742,0.5833333333333334,0.42920963864777945,0.4469026548672566,-0.061019770864245614,0.4492099322799097,,0.3333333333333333,0.3333333333333333,0.11587659894657637,0.5464601769911505,0.01991150442477876,0.45353982300884954,0.9800884955752213,0.0,0.0,0.9601769911504425,0.09292035398230092,0.5265486725663717,443.0,205.0,0.9800884955752213,0.45353982300884954,199.0,244.0,9.0,247.0,0.01991150442477876,0.5464601769911505,6.0,3.0,3.0,452.0,0.6848452635889846,0.46655443322109985,0.8514292859300734,0.3333333333333333,0.5405458036184165
18,45,dcn,256x128,0.5,4,48,0,0.0008,0.0003,1.4,0.08,512,threshold,segment_weighted,2,0.6199999999999998,0.37932458509796196,0.22307313978672028,0.97340930674264,0.9460245801745677,0.9787955894826124,,0.9665587918015103,0.9665587918015103,0.012236797681102085,0.4373219373219373,0.44017094017094016,0.5626780626780626,0.5598290598290598,0.0,0.0,0.11965811965811968,0.12535612535612534,0.0028490028490028574,1179.0,1185.0,0.5598290598290598,0.5626780626780626,1154.0,25.0,927.0,921.0,0.44017094017094016,0.4373219373219373,31.0,896.0,80.0,2086.0,0.960669410045385,0.9116279013677051,0.9787018748666054,0.95,0.9517617713267332,0.38802660753880264,-0.21845241406813967,0.35390946502057613,,0.42788461538461536,0.35390946502057613,0.07397515036403923,0.5454545454545454,0.4611973392461197,0.45454545454545453,0.5388026607538803,0.0,0.0,0.07760532150776056,0.09090909090909088,0.0842572062084257,243.0,205.0,0.5388026607538803,0.45454545454545453,86.0,157.0,208.0,246.0,0.4611973392461197,0.5454545454545454,119.0,89.0,12.0,451.0,0.44121805509780054,0.5701749610803385,0.2924139050039742,0.5833333333333334,0.37932458509796196,0.7345132743362832,-0.010538633641039567,0.744920993227991,,0.2222222222222222,0.2222222222222222,0.5226987710057688,0.25442477876106195,0.01991150442477876,0.745575221238938,0.9800884955752213,0.0,0.0,0.9601769911504425,0.4911504424778761,0.2345132743362832,443.0,337.0,0.9800884955752213,0.745575221238938,330.0,113.0,9.0,115.0,0.01991150442477876,0.25442477876106195,7.0,2.0,3.0,452.0,0.9298301179815198,0.6184463684463685,0.9618836727426586,0.6666666666666666,0.5357993853571277
