horizon,gauss_window,gauss_std,coord_mode,orb_multiplier,include_phases,max_depth,learning_rate,weight_power,n_estimators,subsample,colsample_bytree,bal_acc,f1_macro,mcc,recall_down,recall_up,recall_min,recall_gap
1,201,50.0,both,1.0,True,4,0.03,1.5,300,0.8,0.8,0.3255512743392566,0.14235561332335525,-0.010263687279886028,0.09405940594059406,0.8333333333333334,0.09405940594059406,0.7392739273927393
1,201,50.0,both,1.0,True,4,0.03,2.0,300,0.8,0.8,0.3003042915128951,0.25322504405891966,-0.019556058384560343,0.30198019801980197,0.4166666666666667,0.30198019801980197,0.11468646864686471
