model,model_type,seed,epochs,batch_size,lr,weight_decay,dropout,cross_layers,cross_rank,embed_dim,hidden_dims,cutoff_kind,best_epoch,best_margin,best_val_score,train_loss_last,train_acc,train_mcc,train_recall_down,train_recall_sideways,train_recall_up,train_recall_min,train_recall_gap,train_pred_up_share,train_true_up_share,train_pred_down_share,train_true_down_share,train_pred_sideways_share,train_true_sideways_share,train_true_balance_gap_ud,train_pred_balance_gap_ud,train_pred_target_gap,train_support_true_0,train_support_pred_0,train_share_true_0,train_share_pred_0,train_cm_00,train_cm_01,train_support_true_1,train_support_pred_1,train_share_true_1,train_share_pred_1,train_cm_10,train_cm_11,val_acc,val_mcc,val_recall_down,val_recall_sideways,val_recall_up,val_recall_min,val_recall_gap,val_pred_up_share,val_true_up_share,val_pred_down_share,val_true_down_share,val_pred_sideways_share,val_true_sideways_share,val_true_balance_gap_ud,val_pred_balance_gap_ud,val_pred_target_gap,val_support_true_0,val_support_pred_0,val_share_true_0,val_share_pred_0,val_cm_00,val_cm_01,val_support_true_1,val_support_pred_1,val_share_true_1,val_share_pred_1,val_cm_10,val_cm_11,test_acc,test_mcc,test_recall_down,test_recall_sideways,test_recall_up,test_recall_min,test_recall_gap,test_pred_up_share,test_true_up_share,test_pred_down_share,test_true_down_share,test_pred_sideways_share,test_true_sideways_share,test_true_balance_gap_ud,test_pred_balance_gap_ud,test_pred_target_gap,test_support_true_0,test_support_pred_0,test_share_true_0,test_share_pred_0,test_cm_00,test_cm_01,test_support_true_1,test_support_pred_1,test_share_true_1,test_share_pred_1,test_cm_10,test_cm_11
deepfm_embed64,deepfm,44,6,512,0.001,0.0001,0.15,3,64,64,384x192x96,threshold,2,0.13,0.5026042011035237,0.4519328951835632,0.6628679962013295,0.32278629140679727,0.9219677692960135,,0.3333333333333333,0.3333333333333333,0.5886344359626803,0.19040835707502374,0.44017094017094016,0.8095916429249762,0.5598290598290598,0.0,0.0,0.11965811965811968,0.6191832858499524,0.24976258309591642,1179.0,1705.0,0.5598290598290598,0.8095916429249762,1087.0,92.0,927.0,401.0,0.44017094017094016,0.19040835707502374,618.0,309.0,0.5121951219512195,0.024636678460728218,0.5102880658436214,,0.5144230769230769,0.5102880658436214,0.004135011079455464,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,124.0,119.0,208.0,226.0,0.4611973392461197,0.5011086474501109,101.0,107.0,0.20353982300884957,0.06759977566685163,0.1873589164785553,,1.0,0.1873589164785553,0.8126410835214447,0.8163716814159292,0.01991150442477876,0.1836283185840708,0.9800884955752213,0.0,0.0,0.9601769911504425,0.6327433628318584,0.7964601769911505,443.0,83.0,0.9800884955752213,0.1836283185840708,83.0,360.0,9.0,369.0,0.01991150442477876,0.8163716814159292,0.0,9.0
deepfm_embed64,deepfm,42,6,512,0.001,0.0001,0.15,3,64,64,384x192x96,threshold,5,0.88,0.568256752782498,0.64585862159729,0.8399810066476733,0.6892696662414235,0.7888040712468194,,0.9050701186623517,0.7888040712468194,0.11626604741553226,0.51661918328585,0.44017094017094016,0.48338081671415006,0.5598290598290598,0.0,0.0,0.11965811965811968,0.03323836657169993,0.07644824311490983,1179.0,1018.0,0.5598290598290598,0.48338081671415006,930.0,249.0,927.0,1088.0,0.44017094017094016,0.51661918328585,88.0,839.0,0.5809312638580931,0.16083083320380342,0.5843621399176955,,0.5769230769230769,0.5769230769230769,0.007439062994618606,0.49002217294900224,0.4611973392461197,0.5099778270509978,0.5388026607538803,0.0,0.0,0.07760532150776056,0.019955654101995568,0.028824833702882524,243.0,230.0,0.5388026607538803,0.5099778270509978,142.0,101.0,208.0,221.0,0.4611973392461197,0.49002217294900224,88.0,120.0,0.17256637168141592,-0.14290924946140302,0.1670428893905192,,0.4444444444444444,0.1670428893905192,0.2774015550539252,0.8252212389380531,0.01991150442477876,0.1747787610619469,0.9800884955752213,0.0,0.0,0.9601769911504425,0.6504424778761062,0.8053097345132744,443.0,79.0,0.9800884955752213,0.1747787610619469,74.0,369.0,9.0,373.0,0.01991150442477876,0.8252212389380531,5.0,4.0
dcn_wider_mlp,dcn,44,6,512,0.001,0.0001,0.15,3,64,32,512x256x128,threshold,1,0.1,0.4953432007869678,0.09233166873455048,0.8903133903133903,0.78782404336596,0.8430873621713316,,0.9503775620280475,0.8430873621713316,0.10729019985671584,0.5061728395061729,0.44017094017094016,0.49382716049382713,0.5598290598290598,0.0,0.0,0.11965811965811968,0.012345679012345734,0.0660018993352327,1179.0,1040.0,0.5598290598290598,0.49382716049382713,994.0,185.0,927.0,1066.0,0.44017094017094016,0.5061728395061729,46.0,881.0,0.5033259423503326,0.0068446176348059985,0.5020576131687243,,0.5048076923076923,0.5020576131687243,0.0027500791389679646,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,122.0,121.0,208.0,226.0,0.4611973392461197,0.5011086474501109,103.0,105.0,0.2345132743362832,-0.21030233311855442,0.23702031602708803,,0.1111111111111111,0.1111111111111111,0.12590920491597693,0.75,0.01991150442477876,0.25,0.9800884955752213,0.0,0.0,0.9601769911504425,0.5,0.7300884955752213,443.0,113.0,0.9800884955752213,0.25,105.0,338.0,9.0,339.0,0.01991150442477876,0.75,8.0,1.0
deepfm_embed96,deepfm,44,6,512,0.001,0.0001,0.15,3,64,96,384x192x96,threshold,4,0.12,0.5570617034776926,0.49993098378181455,0.8214624881291548,0.671595335004376,0.7234944868532655,,0.9460625674217907,0.7234944868532655,0.22256808056852528,0.5712250712250713,0.44017094017094016,0.4287749287749288,0.5598290598290598,0.0,0.0,0.11965811965811968,0.14245014245014248,0.1310541310541311,1179.0,903.0,0.5598290598290598,0.4287749287749288,853.0,326.0,927.0,1203.0,0.44017094017094016,0.5712250712250713,50.0,877.0,0.5787139689578714,0.15807713465514486,0.5720164609053497,,0.5865384615384616,0.5720164609053497,0.01452200063311182,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,139.0,104.0,208.0,226.0,0.4611973392461197,0.5011086474501109,86.0,122.0,0.25,-0.20121783249708008,0.2528216704288939,,0.1111111111111111,0.1111111111111111,0.1417105593177828,0.7345132743362832,0.01991150442477876,0.26548672566371684,0.9800884955752213,0.0,0.0,0.9601769911504425,0.4690265486725664,0.7146017699115045,443.0,120.0,0.9800884955752213,0.26548672566371684,112.0,331.0,9.0,332.0,0.01991150442477876,0.7345132743362832,8.0,1.0
dcn_xwide,dcn,43,6,512,0.001,0.0001,0.15,3,64,32,640x320x160,threshold,2,0.24,0.44901920585186167,0.07666446417570114,0.9729344729344729,0.9464345657699743,0.9550466497031382,,0.9956850053937433,0.9550466497031382,0.04063835569060503,0.4634377967711301,0.44017094017094016,0.5365622032288699,0.5598290598290598,0.0,0.0,0.11965811965811968,0.07312440645773982,0.023266856600189956,1179.0,1130.0,0.5598290598290598,0.5365622032288699,1126.0,53.0,927.0,976.0,0.44017094017094016,0.4634377967711301,4.0,923.0,0.458980044345898,-0.0821156864948051,0.4609053497942387,,0.4567307692307692,0.4567307692307692,0.004174580563469477,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,112.0,131.0,208.0,226.0,0.4611973392461197,0.5011086474501109,113.0,95.0,0.26327433628318586,-0.19394767901636,0.26636568848758463,,0.1111111111111111,0.1111111111111111,0.15525457737647352,0.7212389380530974,0.01991150442477876,0.27876106194690264,0.9800884955752213,0.0,0.0,0.9601769911504425,0.4424778761061947,0.7013274336283186,443.0,126.0,0.9800884955752213,0.27876106194690264,118.0,325.0,9.0,326.0,0.01991150442477876,0.7212389380530974,8.0,1.0
dcn_deep_cross,dcn,44,6,512,0.001,0.0001,0.15,5,64,32,384x192x96,threshold,2,0.55,0.42636177808942033,0.07672489881515503,0.9681861348528015,0.9372654351020535,0.9474130619168787,,0.9946062567421791,0.9474130619168787,0.04719319482530038,0.4672364672364672,0.44017094017094016,0.5327635327635327,0.5598290598290598,0.0,0.0,0.11965811965811968,0.0655270655270655,0.027065527065527062,1179.0,1122.0,0.5598290598290598,0.5327635327635327,1117.0,62.0,927.0,984.0,0.44017094017094016,0.4672364672364672,5.0,922.0,0.43237250554323725,-0.13480944326634206,0.43209876543209874,,0.4326923076923077,0.43209876543209874,0.0005935422602089679,0.5055432372505543,0.4611973392461197,0.49445676274944567,0.5388026607538803,0.0,0.0,0.07760532150776056,0.011086474501108612,0.04434589800443456,243.0,223.0,0.5388026607538803,0.49445676274944567,105.0,138.0,208.0,228.0,0.4611973392461197,0.5055432372505543,118.0,90.0,0.2920353982300885,-0.17956779854424096,0.29571106094808125,,0.1111111111111111,0.1111111111111111,0.18459994983697015,0.6924778761061947,0.01991150442477876,0.3075221238938053,0.9800884955752213,0.0,0.0,0.9601769911504425,0.3849557522123894,0.672566371681416,443.0,139.0,0.9800884955752213,0.3075221238938053,131.0,312.0,9.0,313.0,0.01991150442477876,0.6924778761061947,8.0,1.0
deepfm_high_dropout,deepfm,45,6,512,0.001,0.0001,0.3,3,64,32,384x192x96,threshold,2,0.87,0.6450284470372547,0.3759783565998077,0.6875593542260209,0.358903043226129,0.8363019508057676,,0.49838187702265374,0.49838187702265374,0.3379200737831139,0.31101614434947766,0.44017094017094016,0.6889838556505223,0.5598290598290598,0.0,0.0,0.11965811965811968,0.3779677113010447,0.1291547958214625,1179.0,1451.0,0.5598290598290598,0.6889838556505223,986.0,193.0,927.0,655.0,0.44017094017094016,0.31101614434947766,465.0,462.0,0.6496674057649667,0.2984305289539033,0.6502057613168725,,0.6490384615384616,0.6490384615384616,0.0011672997784109018,0.4878048780487805,0.4611973392461197,0.5121951219512195,0.5388026607538803,0.0,0.0,0.07760532150776056,0.024390243902439046,0.026607538802660757,243.0,231.0,0.5388026607538803,0.5121951219512195,158.0,85.0,208.0,220.0,0.4611973392461197,0.4878048780487805,73.0,135.0,0.7123893805309734,-0.051566502630623026,0.7246049661399548,,0.1111111111111111,0.1111111111111111,0.6134938550288438,0.2721238938053097,0.01991150442477876,0.7278761061946902,0.9800884955752213,0.0,0.0,0.9601769911504425,0.4557522123893805,0.252212389380531,443.0,329.0,0.9800884955752213,0.7278761061946902,321.0,122.0,9.0,123.0,0.01991150442477876,0.2721238938053097,8.0,1.0
dcn_narrow,dcn,43,6,512,0.001,0.0001,0.15,3,64,32,256x128,threshold,3,0.6,0.4648964613124505,0.07648641318082809,0.9919278252611586,0.9836419730879656,0.9906700593723494,,0.9935275080906149,0.9906700593723494,0.002857448718265432,0.44254510921177587,0.44017094017094016,0.5574548907882241,0.5598290598290598,0.0,0.0,0.11965811965811968,0.11490978157644821,0.0023741690408357052,1179.0,1174.0,0.5598290598290598,0.5574548907882241,1168.0,11.0,927.0,932.0,0.44017094017094016,0.44254510921177587,6.0,921.0,0.4722838137472284,-0.05542759525592177,0.4732510288065844,,0.47115384615384615,0.47115384615384615,0.0020971826527382276,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,115.0,128.0,208.0,226.0,0.4611973392461197,0.5011086474501109,110.0,98.0,0.7168141592920354,-0.050409179951014946,0.7291196388261851,,0.1111111111111111,0.1111111111111111,0.618008527715074,0.2676991150442478,0.01991150442477876,0.7323008849557522,0.9800884955752213,0.0,0.0,0.9601769911504425,0.46460176991150437,0.24778761061946905,443.0,331.0,0.9800884955752213,0.7323008849557522,323.0,120.0,9.0,121.0,0.01991150442477876,0.2676991150442478,8.0,1.0
dcn_high_dropout,dcn,43,6,512,0.001,0.0001,0.3,3,64,32,384x192x96,threshold,6,0.58,0.411909024053333,0.08294260799884796,0.9981006647673314,0.9961471112817141,0.9991518235793045,,0.9967637540453075,0.9967637540453075,0.0023880695339970615,0.4392212725546059,0.44017094017094016,0.5607787274453941,0.5598290598290598,0.0,0.0,0.11965811965811968,0.12155745489078823,0.0009496676163342488,1179.0,1181.0,0.5598290598290598,0.5607787274453941,1178.0,1.0,927.0,925.0,0.44017094017094016,0.4392212725546059,3.0,924.0,0.4190687361419069,-0.16149910916323418,0.41975308641975306,,0.4182692307692308,0.4182692307692308,0.001483855650522281,0.5055432372505543,0.4611973392461197,0.49445676274944567,0.5388026607538803,0.0,0.0,0.07760532150776056,0.011086474501108612,0.04434589800443456,243.0,223.0,0.5388026607538803,0.49445676274944567,102.0,141.0,208.0,228.0,0.4611973392461197,0.5055432372505543,121.0,87.0,0.7367256637168141,-0.04512354422042311,0.7494356659142212,,0.1111111111111111,0.1111111111111111,0.63832455480311,0.24778761061946902,0.01991150442477876,0.7522123893805309,0.9800884955752213,0.0,0.0,0.9601769911504425,0.5044247787610618,0.22787610619469026,443.0,340.0,0.9800884955752213,0.7522123893805309,332.0,111.0,9.0,112.0,0.01991150442477876,0.24778761061946902,8.0,1.0
deepfm_wider_mlp,deepfm,42,6,512,0.001,0.0001,0.15,3,64,32,512x256x128,threshold,4,0.29,0.39731681697806354,0.2058008760213852,0.8684710351377019,0.741490381019189,0.8320610687022901,,0.9147788565264293,0.8320610687022901,0.08271778782413919,0.49667616334283,0.44017094017094016,0.50332383665717,0.5598290598290598,0.0,0.0,0.11965811965811968,0.0066476733143399636,0.05650522317188983,1179.0,1060.0,0.5598290598290598,0.50332383665717,981.0,198.0,927.0,1046.0,0.44017094017094016,0.49667616334283,79.0,848.0,0.4035476718403548,-0.1923031896869979,0.40329218106995884,,0.40384615384615385,0.40329218106995884,0.0005539727761950108,0.5077605321507761,0.4611973392461197,0.49223946784922396,0.5388026607538803,0.0,0.0,0.07760532150776056,0.015521064301552145,0.04656319290465638,243.0,222.0,0.5388026607538803,0.49223946784922396,98.0,145.0,208.0,229.0,0.4611973392461197,0.5077605321507761,124.0,84.0,0.7522123893805309,-0.04090387141865236,0.7652370203160271,,0.1111111111111111,0.1111111111111111,0.6541259092049161,0.2323008849557522,0.01991150442477876,0.7676991150442478,0.9800884955752213,0.0,0.0,0.9601769911504425,0.5353982300884956,0.21238938053097345,443.0,347.0,0.9800884955752213,0.7676991150442478,339.0,104.0,9.0,105.0,0.01991150442477876,0.2323008849557522,8.0,1.0
deepfm_embed128,deepfm,43,6,512,0.001,0.0001,0.15,3,64,128,384x192x96,threshold,6,0.57,0.4437267873649988,1.1288760781288147,0.7597340930674265,0.5441714269899812,0.9728583545377438,,0.4886731391585761,0.4886731391585761,0.48418521537916775,0.23029439696106363,0.44017094017094016,0.7697056030389364,0.5598290598290598,0.0,0.0,0.11965811965811968,0.5394112060778729,0.20987654320987653,1179.0,1621.0,0.5598290598290598,0.7697056030389364,1147.0,32.0,927.0,485.0,0.44017094017094016,0.23029439696106363,474.0,453.0,0.45454545454545453,-0.09101171690776622,0.4567901234567901,,0.4519230769230769,0.4519230769230769,0.004867046533713171,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,111.0,132.0,208.0,226.0,0.4611973392461197,0.5011086474501109,114.0,94.0,0.8761061946902655,0.0012397068595260397,0.891647855530474,,0.1111111111111111,0.1111111111111111,0.7805367444193629,0.1084070796460177,0.01991150442477876,0.8915929203539823,0.9800884955752213,0.0,0.0,0.9601769911504425,0.7831858407079646,0.08849557522123894,443.0,403.0,0.9800884955752213,0.8915929203539823,395.0,48.0,9.0,49.0,0.01991150442477876,0.1084070796460177,8.0,1.0
dcn_dropout_low,dcn,44,6,512,0.001,0.0001,0.08,3,64,32,384x192x96,threshold,6,0.5,0.4917127006286898,0.07679738700389863,0.9995251661918328,0.9990371121012571,0.9991518235793045,,1.0,0.9991518235793045,0.0008481764206954567,0.4406457739791073,0.44017094017094016,0.5593542260208927,0.5598290598290598,0.0,0.0,0.11965811965811968,0.11870845204178537,0.00047483380816715215,1179.0,1178.0,0.5598290598290598,0.5593542260208927,1178.0,1.0,927.0,928.0,0.44017094017094016,0.4406457739791073,0.0,927.0,0.49889135254988914,-0.002051412778155112,0.49794238683127573,,0.5,0.49794238683127573,0.0020576131687242705,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,121.0,122.0,208.0,226.0,0.4611973392461197,0.5011086474501109,104.0,104.0,0.8827433628318584,0.004403708324424458,0.8984198645598194,,0.1111111111111111,0.1111111111111111,0.7873087534487082,0.10176991150442478,0.01991150442477876,0.8982300884955752,0.9800884955752213,0.0,0.0,0.9601769911504425,0.7964601769911503,0.08185840707964602,443.0,406.0,0.9800884955752213,0.8982300884955752,398.0,45.0,9.0,46.0,0.01991150442477876,0.10176991150442478,8.0,1.0
dcn_base,dcn,44,6,512,0.001,0.0001,0.15,3,64,32,384x192x96,threshold,3,0.47,0.4953432007869678,0.07984142005443573,0.9919278252611586,0.9836231166241609,0.9949109414758269,,0.9881337648327939,0.9881337648327939,0.006777176643033012,0.43779677113010446,0.44017094017094016,0.5622032288698955,0.5598290598290598,0.0,0.0,0.11965811965811968,0.12440645773979103,0.0023741690408357052,1179.0,1184.0,0.5598290598290598,0.5622032288698955,1173.0,6.0,927.0,922.0,0.44017094017094016,0.43779677113010446,11.0,916.0,0.5033259423503326,0.0068446176348059985,0.5020576131687243,,0.5048076923076923,0.5020576131687243,0.0027500791389679646,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,122.0,121.0,208.0,226.0,0.4611973392461197,0.5011086474501109,103.0,105.0,0.8893805309734514,0.007762370305693917,0.9051918735891648,,0.1111111111111111,0.1111111111111111,0.7940807624780537,0.09513274336283185,0.01991150442477876,0.9048672566371682,0.9800884955752213,0.0,0.0,0.9601769911504425,0.8097345132743363,0.07522123893805309,443.0,409.0,0.9800884955752213,0.9048672566371682,401.0,42.0,9.0,43.0,0.01991150442477876,0.09513274336283185,8.0,1.0
dcn_high_dropout,dcn,44,6,512,0.001,0.0001,0.3,3,64,32,384x192x96,threshold,5,0.69,0.507299061597842,0.08610411286354065,0.9971509971509972,0.9942224023069224,0.996607294317218,,0.9978425026968716,0.996607294317218,0.0012352083796536295,0.44112060778727447,0.44017094017094016,0.5588793922127255,0.5598290598290598,0.0,0.0,0.11965811965811968,0.11775878442545107,0.0009496676163343043,1179.0,1177.0,0.5598290598290598,0.5588793922127255,1175.0,4.0,927.0,929.0,0.44017094017094016,0.44112060778727447,2.0,925.0,0.516629711751663,0.032842975459256345,0.5185185185185185,,0.5144230769230769,0.5144230769230769,0.004095441595441618,0.49667405764966743,0.4611973392461197,0.5033259423503326,0.5388026607538803,0.0,0.0,0.07760532150776056,0.006651884700665134,0.03547671840354771,243.0,227.0,0.5388026607538803,0.5033259423503326,126.0,117.0,208.0,224.0,0.4611973392461197,0.49667405764966743,101.0,107.0,0.9004424778761062,0.013889211730723551,0.9164785553047404,,0.1111111111111111,0.1111111111111111,0.8053674441936294,0.084070796460177,0.01991150442477876,0.915929203539823,0.9800884955752213,0.0,0.0,0.9601769911504425,0.831858407079646,0.06415929203539823,443.0,414.0,0.9800884955752213,0.915929203539823,406.0,37.0,9.0,38.0,0.01991150442477876,0.084070796460177,8.0,1.0
dcn_dropout_high,dcn,44,6,512,0.001,0.0001,0.4,3,64,32,384x192x96,threshold,6,0.58,0.5134966614234906,0.09879640936851501,0.9947768281101614,0.9894072931715161,0.9974554707379135,,0.9913700107874865,0.9913700107874865,0.006085459950426975,0.43779677113010446,0.44017094017094016,0.5622032288698955,0.5598290598290598,0.0,0.0,0.11965811965811968,0.12440645773979103,0.0023741690408357052,1179.0,1184.0,0.5598290598290598,0.5622032288698955,1176.0,3.0,927.0,922.0,0.44017094017094016,0.43779677113010446,8.0,919.0,0.5188470066518847,0.037635534429999555,0.5185185185185185,,0.5192307692307693,0.5185185185185185,0.0007122507122507837,0.49889135254988914,0.4611973392461197,0.5011086474501109,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.037694013303769425,243.0,226.0,0.5388026607538803,0.5011086474501109,126.0,117.0,208.0,225.0,0.4611973392461197,0.49889135254988914,100.0,108.0,0.9070796460176991,0.01795954789145214,0.9232505643340858,,0.1111111111111111,0.1111111111111111,0.8121394532229746,0.07743362831858407,0.01991150442477876,0.922566371681416,0.9800884955752213,0.0,0.0,0.9601769911504425,0.845132743362832,0.0575221238938053,443.0,417.0,0.9800884955752213,0.922566371681416,409.0,34.0,9.0,35.0,0.01991150442477876,0.07743362831858407,8.0,1.0
deepfm_embed128,deepfm,42,6,512,0.001,0.0001,0.15,3,64,128,384x192x96,threshold,6,0.42,0.47815913372485186,2.275500464439392,0.6837606837606838,0.4657091819925282,0.4741306191687871,,0.9503775620280475,0.4741306191687871,0.47624694285926034,0.7127255460588794,0.44017094017094016,0.2872744539411206,0.5598290598290598,0.0,0.0,0.11965811965811968,0.4254510921177588,0.2725546058879392,1179.0,605.0,0.5598290598290598,0.2872744539411206,559.0,620.0,927.0,1501.0,0.44017094017094016,0.7127255460588794,46.0,881.0,0.4878048780487805,-0.024636678460728218,0.4897119341563786,,0.4855769230769231,0.4855769230769231,0.0041350110794555195,0.49889135254988914,0.4611973392461197,0.5011086474501109,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.037694013303769425,243.0,226.0,0.5388026607538803,0.5011086474501109,119.0,124.0,208.0,225.0,0.4611973392461197,0.49889135254988914,107.0,101.0,0.10176991150442478,-0.3829422637220285,0.1038374717832957,,0.0,0.0,0.1038374717832957,0.8783185840707964,0.01991150442477876,0.12168141592920353,0.9800884955752213,0.0,0.0,0.9601769911504425,0.7566371681415929,0.8584070796460177,443.0,55.0,0.9800884955752213,0.12168141592920353,46.0,397.0,9.0,397.0,0.01991150442477876,0.8783185840707964,9.0,0.0
deepfm_embed64,deepfm,45,6,512,0.001,0.0001,0.15,3,64,64,384x192x96,threshold,4,0.72,0.507299061597842,0.5087987303733825,0.7587844254510921,0.538557879014716,0.6802374893977947,,0.8586839266450917,0.6802374893977947,0.17844643724729703,0.5569800569800569,0.44017094017094016,0.443019943019943,0.5598290598290598,0.0,0.0,0.11965811965811968,0.1139601139601139,0.11680911680911676,1179.0,933.0,0.5598290598290598,0.443019943019943,802.0,377.0,927.0,1173.0,0.44017094017094016,0.5569800569800569,131.0,796.0,0.516629711751663,0.032842975459256345,0.5185185185185185,,0.5144230769230769,0.5144230769230769,0.004095441595441618,0.49667405764966743,0.4611973392461197,0.5033259423503326,0.5388026607538803,0.0,0.0,0.07760532150776056,0.006651884700665134,0.03547671840354771,243.0,227.0,0.5388026607538803,0.5033259423503326,126.0,117.0,208.0,224.0,0.4611973392461197,0.49667405764966743,101.0,107.0,0.1261061946902655,-0.3446998355174934,0.12866817155756208,,0.0,0.0,0.12866817155756208,0.8539823008849557,0.01991150442477876,0.14601769911504425,0.9800884955752213,0.0,0.0,0.9601769911504425,0.7079646017699115,0.834070796460177,443.0,66.0,0.9800884955752213,0.14601769911504425,57.0,386.0,9.0,386.0,0.01991150442477876,0.8539823008849557,9.0,0.0
dcn_wider_mlp,dcn,45,6,512,0.001,0.0001,0.15,3,64,32,512x256x128,threshold,4,0.53,0.48082024030872267,0.07889804542064667,0.9928774928774928,0.9855701811711873,0.9974554707379135,,0.9870550161812298,0.9870550161812298,0.010400454556683703,0.4358974358974359,0.44017094017094016,0.5641025641025641,0.5598290598290598,0.0,0.0,0.11965811965811968,0.1282051282051282,0.004273504273504258,1179.0,1188.0,0.5598290598290598,0.5641025641025641,1176.0,3.0,927.0,918.0,0.44017094017094016,0.4358974358974359,12.0,915.0,0.49223946784922396,-0.015050564729977532,0.4897119341563786,,0.4951923076923077,0.4897119341563786,0.005480373535929117,0.5033259423503326,0.4611973392461197,0.49667405764966743,0.5388026607538803,0.0,0.0,0.07760532150776056,0.006651884700665134,0.04212860310421285,243.0,224.0,0.5388026607538803,0.49667405764966743,119.0,124.0,208.0,227.0,0.4611973392461197,0.5033259423503326,105.0,103.0,0.17035398230088494,-0.29404290768646646,0.17381489841986456,,0.0,0.0,0.17381489841986456,0.8097345132743363,0.01991150442477876,0.1902654867256637,0.9800884955752213,0.0,0.0,0.9601769911504425,0.6194690265486726,0.7898230088495576,443.0,86.0,0.9800884955752213,0.1902654867256637,77.0,366.0,9.0,366.0,0.01991150442477876,0.8097345132743363,9.0,0.0
dcn_narrow,dcn,45,6,512,0.001,0.0001,0.15,3,64,32,256x128,threshold,3,0.62,0.4754812982861764,0.09408041983842849,0.9881291547958214,0.9759739907610693,0.9957591178965225,,0.9784250269687162,0.9784250269687162,0.017334090927806245,0.43304843304843305,0.44017094017094016,0.5669515669515669,0.5598290598290598,0.0,0.0,0.11965811965811968,0.13390313390313385,0.007122507122507116,1179.0,1194.0,0.5598290598290598,0.5669515669515669,1174.0,5.0,927.0,912.0,0.44017094017094016,0.43304843304843305,20.0,907.0,0.4811529933481153,-0.037635534429999555,0.48148148148148145,,0.4807692307692308,0.4807692307692308,0.0007122507122506727,0.5011086474501109,0.4611973392461197,0.49889135254988914,0.5388026607538803,0.0,0.0,0.07760532150776056,0.0022172949002217113,0.039911308203991136,243.0,225.0,0.5388026607538803,0.49889135254988914,117.0,126.0,208.0,226.0,0.4611973392461197,0.5011086474501109,108.0,100.0,0.18584070796460178,-0.2800432709384442,0.18961625282167044,,0.0,0.0,0.18961625282167044,0.7942477876106194,0.01991150442477876,0.20575221238938052,0.9800884955752213,0.0,0.0,0.9601769911504425,0.5884955752212389,0.7743362831858407,443.0,93.0,0.9800884955752213,0.20575221238938052,84.0,359.0,9.0,359.0,0.01991150442477876,0.7942477876106194,9.0,0.0
