run_id,seed,model_type,hidden_dims,dropout,cross_layers,cross_rank,embed_dim,learning_rate,weight_decay,class_weight_power,label_smoothing,batch_size,cutoff_kind,best_epoch,best_margin,best_val_score,train_loss_last,train_acc,train_mcc,train_recall_down,train_recall_sideways,train_recall_up,train_recall_min,train_recall_gap,train_pred_up_share,train_true_up_share,train_pred_target_gap,val_acc,val_mcc,val_recall_down,val_recall_sideways,val_recall_up,val_recall_min,val_recall_gap,val_pred_up_share,val_true_up_share,val_pred_target_gap,test_acc,test_mcc,test_recall_down,test_recall_sideways,test_recall_up,test_recall_min,test_recall_gap,test_pred_up_share,test_true_up_share,test_pred_target_gap
19,42,dcn,384x192x96,0.35,5,64,0,0.0005,0.0001,1.2,0.02,768,threshold,2,0.65,0.219922311766824,0.1446597178777059,0.9534662867996201,0.9078197550778051,0.9949109414758269,,0.9007551240560949,0.9007551240560949,0.094155817419732,0.399335232668566,0.44017094017094016,0.04083570750237414,0.4146341463414634,-0.15745241722648226,0.31275720164609055,,0.5336538461538461,0.31275720164609055,0.2208966445077556,0.6164079822616408,0.4611973392461197,0.15521064301552112,0.6592920353982301,-0.09795671329733893,0.672686230248307,,0.0,0.0,0.672686230248307,0.32079646017699115,0.01991150442477876,0.3008849557522124
15,42,deepfm,384x192x96,0.15,0,0,64,0.001,0.0001,1.2,0.05,512,threshold,4,0.35,0.21455608873461174,1.6358630657196045,0.7236467236467237,0.4468952318896702,0.9117896522476675,,0.4843581445523193,0.4843581445523193,0.4274315076953482,0.26258309591642925,0.44017094017094016,0.1775878442545109,0.4279379157427938,-0.16568815914554155,0.5349794238683128,,0.30288461538461536,0.30288461538461536,0.2320948084836974,0.3902439024390244,0.4611973392461197,0.07095343680709532,0.6327433628318584,-0.10398201038709175,0.6455981941309256,,0.0,0.0,0.6455981941309256,0.3473451327433628,0.01991150442477876,0.3274336283185841
12,42,dcn,256x128,0.35,2,32,0,0.001,0.0005,1.0,0.02,512,threshold,3,0.6,0.3889198623192526,0.16746112704277039,0.9658119658119658,0.9318193197899435,0.9957591178965225,,0.9277238403451996,0.9277238403451996,0.06803527755132288,0.4107312440645774,0.44017094017094016,0.029439696106362767,0.4146341463414634,-0.16843376080402508,0.40329218106995884,,0.42788461538461536,0.40329218106995884,0.02459243431465652,0.5188470066518847,0.4611973392461197,0.05764966740576494,0.6172566371681416,-0.10755858291398697,0.6297968397291196,,0.0,0.0,0.6297968397291196,0.36283185840707965,0.01991150442477876,0.3429203539823009
2,42,deepfm,256x128,0.15,0,0,64,0.001,1e-05,1.2,0.02,384,threshold,3,0.35,0.1477543440449945,0.5712465097506841,0.8129154795821463,0.632264314405912,0.7726887192536047,,0.8640776699029126,0.7726887192536047,0.09138895064930785,0.5075973409306742,0.44017094017094016,0.06742640075973405,0.4611973392461197,-0.10971737237372647,0.6172839506172839,,0.27884615384615385,0.27884615384615385,0.33843779677113006,0.3348115299334812,0.4611973392461197,0.12638580931263854,0.5929203539823009,-0.11329181419644464,0.6049661399548533,,0.0,0.0,0.6049661399548533,0.38716814159292035,0.01991150442477876,0.3672566371681416
13,42,dcn,384x192x96,0.35,2,96,0,0.0005,0.0001,1.4,0.05,384,threshold,2,0.65,0.08203570650216996,0.1948938419421514,0.9358974358974359,0.873877931914606,0.9923664122137404,,0.8640776699029126,0.8640776699029126,0.12828874231082787,0.38461538461538464,0.44017094017094016,0.055555555555555525,0.4678492239467849,-0.03329399067194208,0.26337448559670784,,0.7067307692307693,0.26337448559670784,0.44335628363406143,0.7228381374722838,0.4611973392461197,0.26164079822616404,0.5685840707964602,-0.11918868970371481,0.5801354401805869,,0.0,0.0,0.5801354401805869,0.41150442477876104,0.01991150442477876,0.3915929203539823
21,42,dcn,512x256x128,0.15,2,64,0,0.0005,1e-05,1.2,0.05,384,threshold,3,0.55,0.38314257727367484,0.17313423504432043,0.9914529914529915,0.9826554999317215,0.993214588634436,,0.9892125134843581,0.9892125134843581,0.004002075150077888,0.4392212725546059,0.44017094017094016,0.0009496676163342488,0.4124168514412417,-0.17257008350112826,0.3991769547325103,,0.42788461538461536,0.3991769547325103,0.02870766065210506,0.5210643015521065,0.4611973392461197,0.05986696230598676,0.5464601769911505,-0.12471751376321472,0.5575620767494357,,0.0,0.0,0.5575620767494357,0.4336283185840708,0.01991150442477876,0.41371681415929207
20,42,dcn,384x192x96,0.35,5,96,0,0.002,0.0001,1.4,0.02,512,threshold,4,0.45,0.39076026446453277,0.14170260578393937,0.9924026590693258,0.9846495456647301,0.9991518235793045,,0.9838187702265372,0.9838187702265372,0.015333053352767356,0.4335232668566002,0.44017094017094016,0.0066476733143399636,0.4035476718403548,-0.1916466596845794,0.3991769547325103,,0.40865384615384615,0.3991769547325103,0.009476891421335842,0.5121951219512195,0.4611973392461197,0.0509977827050998,0.504424778761062,-0.13575769280528216,0.5146726862302483,,0.0,0.0,0.5146726862302483,0.4756637168141593,0.01991150442477876,0.4557522123893806
16,42,deepfm,512x256x128,0.25,0,0,32,0.0005,0.0005,1.2,0.0,768,threshold,3,0.4,0.28828250628724883,0.40133259693781537,0.8774928774928775,0.752695512626385,0.8770144189991518,,0.8781014023732471,0.8770144189991518,0.001086983374095296,0.4553656220322887,0.44017094017094016,0.015194681861348536,0.30598669623059865,-0.38803895580049735,0.31275720164609055,,0.2980769230769231,0.2980769230769231,0.014680278569167482,0.5077605321507761,0.4611973392461197,0.04656319290465638,0.415929203539823,-0.16216471709125055,0.42437923250564336,,0.0,0.0,0.42437923250564336,0.5641592920353983,0.01991150442477876,0.5442477876106195
22,42,dcn,640x320x160,0.25,2,96,0,0.001,1e-05,1.2,0.05,512,threshold,1,0.5,0.46155430249264934,0.17681488692760466,0.9301994301994302,0.8610895619653944,0.9100932994062765,,0.9557713052858684,0.9100932994062765,0.04567800587959192,0.4710351377018044,0.44017094017094016,0.030864197530864224,0.4811529933481153,-0.03902089753804697,0.4897119341563786,,0.47115384615384615,0.47115384615384615,0.018558088002532447,0.49223946784922396,0.4611973392461197,0.031042128603104235,0.29867256637168144,-0.2084555698583421,0.3047404063205418,,0.0,0.0,0.3047404063205418,0.6814159292035398,0.01991150442477876,0.661504424778761
3,42,deepfm,256x128,0.15,0,0,16,0.001,0.0005,1.4,0.02,384,threshold,2,0.6,0.34238148369245935,0.26508287837107974,0.8205128205128205,0.6644807127397797,0.7336726039016115,,0.9309600862998921,0.7336726039016115,0.19728748239828064,0.5588793922127255,0.44017094017094016,0.11870845204178537,0.352549889135255,-0.2936705834452104,0.3497942386831276,,0.3557692307692308,0.3497942386831276,0.0059749920861031924,0.5144124168514412,0.4611973392461197,0.053215077605321515,0.252212389380531,-0.23311208288438898,0.25733634311512416,,0.0,0.0,0.25733634311512416,0.7278761061946902,0.01991150442477876,0.7079646017699115
9,42,dcn,256x128,0.15,2,32,0,0.001,0.0001,1.2,0.0,384,threshold,1,0.35,0.27144936044834417,0.04148180286089579,0.9259259259259259,0.851538584167044,0.9126378286683631,,0.9428263214670982,0.9126378286683631,0.030188492798735145,0.46391263057929727,0.44017094017094016,0.023741690408357108,0.4190687361419069,-0.17586747978975423,0.49382716049382713,,0.3317307692307692,0.3317307692307692,0.16209639126305792,0.42572062084257206,0.4611973392461197,0.03547671840354766,0.2345132743362832,-0.2439975254448321,0.23927765237020315,,0.0,0.0,0.23927765237020315,0.745575221238938,0.01991150442477876,0.7256637168141593
7,42,dcn,256x128,0.15,2,32,0,0.002,1e-05,1.4,0.0,768,threshold,2,0.5,0.41602990505429527,0.0780149723092715,0.9401709401709402,0.8812771010811105,0.9185750636132316,,0.9676375404530745,0.9185750636132316,0.04906247683984288,0.47150997150997154,0.44017094017094016,0.031339031339031376,0.44567627494456763,-0.10611741451804041,0.43209876543209874,,0.46153846153846156,0.43209876543209874,0.029439696106362823,0.5188470066518847,0.4611973392461197,0.05764966740576494,0.21238938053097345,-0.2591131651936132,0.21670428893905191,,0.0,0.0,0.21670428893905191,0.7676991150442478,0.01991150442477876,0.7477876106194691
18,42,dcn,256x128,0.1,5,64,0,0.001,0.0001,1.0,0.05,768,threshold,3,0.55,0.5097933134941942,0.17420767744382223,0.9909781576448243,0.9817312638818666,0.9889737065309584,,0.9935275080906149,0.9889737065309584,0.004553801559656456,0.44349477682811017,0.44017094017094016,0.0033238366571700095,0.5432372505543237,0.08353094878083442,0.5596707818930041,,0.5240384615384616,0.5240384615384616,0.03563232035454256,0.4789356984478936,0.4611973392461197,0.017738359201773857,0.13053097345132744,-0.338711972074441,0.13318284424379231,,0.0,0.0,0.13318284424379231,0.8495575221238938,0.01991150442477876,0.8296460176991151
6,42,deepfm,640x320x160,0.15,0,0,16,0.002,0.0005,1.2,0.0,512,threshold,4,0.5,0.30238972923593516,2.0527725338935854,0.7141500474833808,0.443626186941409,0.6522476675148431,,0.7928802588996764,0.6522476675148431,0.1406325913848333,0.543684710351377,0.44017094017094016,0.10351377018043684,0.3348115299334812,-0.3319014444909593,0.3497942386831276,,0.3173076923076923,0.3173076923076923,0.0324865463754353,0.49667405764966743,0.4611973392461197,0.03547671840354771,0.10619469026548672,-0.3752152762146175,0.10835214446952596,,0.0,0.0,0.10835214446952596,0.8738938053097345,0.01991150442477876,0.8539823008849557
