candidate,coord_mode,gauss_window,orb_mult,tests_done,best_recall_min,best_params
3,both,200,0.1,100,0.5060728744939271,"{'n_estimators': 500, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.7, 'gamma': 0, 'min_child_weight': 3, 'scale_pos_weight': 1}"
