coord_mode,gauss_window,gauss_std,orb_mult,exclude_bodies,n_features,recall_min,recall_gap,recall_down,recall_up,balanced_accuracy,mcc,f1_macro,threshold
geo,300,90.0,0.1,Saturn,664,0.5315315315315315,0.0206423815119467,0.5521739130434783,0.5315315315315315,0.5418527222875049,0.0837128226459713,0.5418537579019014,0.4999999999999999
both,300,50.0,0.15,Neptune,732,0.5309734513274337,0.0353982300884955,0.5663716814159292,0.5309734513274337,0.5486725663716814,0.0974061785330067,0.5485311398354877,0.4999999999999999
both,300,50.0,0.15,Jupiter,716,0.5309734513274337,0.0398230088495574,0.5309734513274337,0.5707964601769911,0.5508849557522124,0.1018507046410866,0.550706825382058,0.4999999999999999
geo,150,90.0,0.05,Moon,634,0.5309734513274337,0.0309734513274335,0.5619469026548672,0.5309734513274337,0.5464601769911505,0.0929649578666384,0.546351374507356,0.4899999999999999
geo,300,90.0,0.05,Moon,634,0.5304347826086957,0.0821778300039168,0.5304347826086957,0.6126126126126126,0.5715236976106541,0.1434807964163396,0.5703843063476199,0.4999999999999999
geo,300,90.0,0.15,Pluto,674,0.5304347826086957,0.0416372894633764,0.5304347826086957,0.5720720720720721,0.551253427340384,0.1025721632767164,0.5508299923144327,0.4899999999999999
both,75,90.0,0.1,Mars,702,0.5294117647058824,0.0073847720906544,0.5367965367965368,0.5294117647058824,0.5331041507512095,0.0661946881987896,0.5330738537612298,0.4899999999999999
both,75,70.0,0.1,Mars,702,0.5294117647058824,0.0073847720906544,0.5367965367965368,0.5294117647058824,0.5331041507512095,0.0661946881987896,0.5330738537612298,0.4899999999999999
both,300,70.0,0.25,Venus,718,0.527027027027027,0.0121034077555817,0.5391304347826087,0.527027027027027,0.5330787309048178,0.066152927393049,0.5330738537612298,0.4999999999999999
geo,300,70.0,0.15,"Pluto,Saturn",573,0.527027027027027,0.0077555816686252,0.5347826086956522,0.527027027027027,0.5309048178613396,0.0618023738257237,0.5308907905300879,0.4999999999999999
both,150,50.0,0.1,"MeanNode,Pluto",628,0.5265486725663717,0.0309734513274335,0.5265486725663717,0.5575221238938053,0.5420353982300885,0.08411115235553,0.5419255342586473,0.4999999999999999
both,150,50.0,0.15,"MeanNode,Pluto",628,0.5265486725663717,0.0309734513274335,0.5265486725663717,0.5575221238938053,0.5420353982300885,0.08411115235553,0.5419255342586473,0.4999999999999999
both,150,50.0,0.1,Mercury,716,0.5265486725663717,0.079646017699115,0.6061946902654868,0.5265486725663717,0.5663716814159292,0.1331664045428315,0.5656829100892244,0.4999999999999999
helio,150,90.0,0.15,Venus,60,0.5265486725663717,0.0088495575221239,0.5353982300884956,0.5265486725663717,0.5309734513274337,0.061949328472919,0.5309642682329907,0.4999999999999999
helio,150,90.0,0.1,Venus,60,0.5265486725663717,0.0088495575221239,0.5353982300884956,0.5265486725663717,0.5309734513274337,0.061949328472919,0.5309642682329907,0.4999999999999999
helio,150,90.0,0.25,Venus,60,0.5265486725663717,0.0088495575221239,0.5353982300884956,0.5265486725663717,0.5309734513274337,0.061949328472919,0.5309642682329907,0.4999999999999999
helio,150,90.0,0.05,Venus,60,0.5265486725663717,0.0088495575221239,0.5353982300884956,0.5265486725663717,0.5309734513274337,0.061949328472919,0.5309642682329907,0.4999999999999999
geo,150,90.0,0.25,none,769,0.5265486725663717,0.0132743362831857,0.5265486725663717,0.5398230088495575,0.5331858407079646,0.0663775297995837,0.5331652757042512,0.4999999999999999
both,300,70.0,0.05,MeanNode,708,0.5260869565217391,0.0685076380728555,0.5260869565217391,0.5945945945945946,0.5603407755581669,0.120929300235799,0.5594736094581821,0.4999999999999999
geo,300,70.0,0.15,Venus,658,0.5260869565217391,0.0009400705052878,0.5260869565217391,0.527027027027027,0.5265569917743831,0.0531056636891366,0.5265115914786967,0.4999999999999999
both,75,90.0,0.25,Sun,720,0.5248868778280543,0.033554680613504,0.5584415584415584,0.5248868778280543,0.5416642181348064,0.083360283561534,0.5416562568888236,0.4899999999999999
both,75,90.0,0.25,"Pluto,Venus",628,0.5248868778280543,0.0075806546394781,0.5324675324675324,0.5248868778280543,0.5286772051477934,0.0573426174692473,0.5286480135125211,0.4999999999999999
geo,200,90.0,0.05,"MeanNode,Saturn",555,0.5244444444444445,0.0438374938815466,0.5682819383259912,0.5244444444444445,0.5463631913852178,0.0928163806043412,0.546191406728278,0.4999999999999999
both,200,70.0,0.1,Venus,716,0.5242290748898678,0.0224375917767988,0.5466666666666666,0.5242290748898678,0.5354478707782673,0.0709124042846702,0.5353618421052632,0.4999999999999999
both,200,50.0,0.15,"MeanNode,Pluto",628,0.5242290748898678,0.0179931473323544,0.5422222222222223,0.5242290748898678,0.533225648556045,0.0664610571616561,0.5331652757042512,0.5099999999999999
geo,200,70.0,0.05,none,757,0.5242290748898678,0.0535487028879099,0.5777777777777777,0.5242290748898678,0.5510034263338228,0.1021499528349394,0.5506188076382461,0.4999999999999999
geo,200,70.0,0.1,"MeanNode,Saturn",565,0.5242290748898678,0.0713264806656877,0.5955555555555555,0.5242290748898678,0.5598923152227117,0.1200847766477841,0.5592491143135747,0.5099999999999999
geo,200,90.0,0.05,Saturn,654,0.5242290748898678,0.0313264806656877,0.5242290748898678,0.5555555555555556,0.5398923152227117,0.0798221474664566,0.5397419076898976,0.4999999999999999
geo,75,90.0,0.05,"Pluto,Saturn",567,0.5238095238095238,0.0780004309416073,0.5238095238095238,0.6018099547511312,0.5628097392803275,0.125945551733621,0.5616379310344828,0.5099999999999999
helio,300,90.0,0.1,"MeanNode,Saturn",55,0.5225225225225225,0.0079122600861731,0.5304347826086957,0.5225225225225225,0.5264786525656091,0.0529510832778064,0.526465231950183,0.4999999999999999
helio,300,90.0,0.25,"MeanNode,Saturn",55,0.5225225225225225,0.0079122600861731,0.5304347826086957,0.5225225225225225,0.5264786525656091,0.0529510832778064,0.526465231950183,0.4999999999999999
helio,300,90.0,0.15,"MeanNode,Saturn",55,0.5225225225225225,0.0079122600861731,0.5304347826086957,0.5225225225225225,0.5264786525656091,0.0529510832778064,0.526465231950183,0.4999999999999999
helio,300,90.0,0.05,"MeanNode,Saturn",55,0.5225225225225225,0.0079122600861731,0.5304347826086957,0.5225225225225225,0.5264786525656091,0.0529510832778064,0.526465231950183,0.4999999999999999
geo,150,90.0,0.05,MeanNode,648,0.5221238938053098,0.0442477876106194,0.5221238938053098,0.5663716814159292,0.5442477876106195,0.0885823339087889,0.5440246028481323,0.4999999999999999
both,300,50.0,0.25,Mars,704,0.5221238938053098,0.0884955752212388,0.5221238938053098,0.6106194690265486,0.5663716814159292,0.1332662235404284,0.5655210295040803,0.4999999999999999
geo,300,50.0,0.05,Jupiter,644,0.5221238938053098,0.0398230088495574,0.5619469026548672,0.5221238938053098,0.5420353982300885,0.0841375386165498,0.5418537579019014,0.4999999999999999
helio,300,90.0,0.25,"MeanNode,Pluto",55,0.5217391304347826,0.0052878965922443,0.5217391304347826,0.527027027027027,0.5243830787309047,0.0487589959730476,0.524315328324237,0.4999999999999999
helio,300,90.0,0.15,"MeanNode,Pluto",55,0.5217391304347826,0.0052878965922443,0.5217391304347826,0.527027027027027,0.5243830787309047,0.0487589959730476,0.524315328324237,0.4999999999999999
both,300,70.0,0.25,Uranus,734,0.5217391304347826,0.0142969056012534,0.5217391304347826,0.536036036036036,0.5288875832354093,0.0577712065747467,0.5287587553780415,0.4899999999999999
helio,300,90.0,0.1,"MeanNode,Pluto",55,0.5217391304347826,0.0052878965922443,0.5217391304347826,0.527027027027027,0.5243830787309047,0.0487589959730476,0.524315328324237,0.4999999999999999
helio,300,90.0,0.05,"MeanNode,Pluto",55,0.5217391304347826,0.0052878965922443,0.5217391304347826,0.527027027027027,0.5243830787309047,0.0487589959730476,0.524315328324237,0.4999999999999999
geo,200,70.0,0.1,Moon,642,0.52,0.0747136563876651,0.52,0.5947136563876652,0.5573568281938326,0.1150384523840311,0.5568192960094127,0.5099999999999999
geo,200,70.0,0.15,Sun,660,0.52,0.0262555066079295,0.52,0.5462555066079295,0.5331277533039648,0.0662782196302796,0.5330738537612298,0.4999999999999999
both,200,70.0,0.05,"Pluto,Venus",624,0.5198237885462555,0.0001762114537444,0.52,0.5198237885462555,0.5199118942731278,0.0398233986959983,0.5199091545400704,0.5099999999999999
geo,200,70.0,0.25,Sun,660,0.5198237885462555,0.026842878120411,0.5466666666666666,0.5198237885462555,0.5332452276064611,0.0665132487779047,0.5331287112233758,0.4999999999999999
geo,200,50.0,0.25,MeanNode,660,0.5198237885462555,0.0223984336759667,0.5422222222222223,0.5198237885462555,0.5310230053842389,0.0620605935316542,0.53093671679198,0.4999999999999999
geo,75,90.0,0.25,"MeanNode,Saturn",567,0.5194805194805194,0.0008814714697068,0.5194805194805194,0.5203619909502263,0.5199212552153729,0.0398327584466877,0.5198527504050832,0.4899999999999999
geo,75,70.0,0.25,"MeanNode,Saturn",567,0.5194805194805194,0.0008814714697068,0.5194805194805194,0.5203619909502263,0.5199212552153729,0.0398327584466877,0.5198527504050832,0.4899999999999999
both,300,90.0,0.05,Pluto,728,0.5180180180180181,0.008068938503721,0.5260869565217391,0.5180180180180181,0.5220524872698786,0.044099792729889,0.5220396733702783,0.4999999999999999
geo,300,90.0,0.05,"Pluto,Saturn",567,0.5180180180180181,0.008068938503721,0.5260869565217391,0.5180180180180181,0.5220524872698786,0.044099792729889,0.5220396733702783,0.5099999999999999
geo,75,50.0,0.1,Neptune,672,0.5180180180180181,0.0341558950254602,0.5521739130434783,0.5180180180180181,0.5350959655307481,0.0702249470233697,0.5350705329153604,0.4999999999999999
geo,75,50.0,0.15,Neptune,672,0.5180180180180181,0.0341558950254602,0.5521739130434783,0.5180180180180181,0.5350959655307481,0.0702249470233697,0.5350705329153604,0.4999999999999999
geo,150,90.0,0.05,"Pluto,Saturn",567,0.5176991150442478,0.0176991150442478,0.5176991150442478,0.5353982300884956,0.5265486725663717,0.0531056636891366,0.5265115914786967,0.4999999999999999
geo,150,90.0,0.15,Neptune,672,0.5176991150442478,0.0442477876106194,0.5176991150442478,0.5619469026548672,0.5398230088495575,0.07972410051791,0.5395976572447161,0.4999999999999999
geo,150,50.0,0.05,"MeanNode,Saturn",555,0.5176991150442478,0.0176991150442478,0.5353982300884956,0.5176991150442478,0.5265486725663717,0.0531056636891366,0.5265115914786967,0.4999999999999999
both,300,50.0,0.1,Venus,716,0.5176991150442478,0.0398230088495574,0.5575221238938053,0.5176991150442478,0.5376106194690266,0.0752809556042814,0.5374272241618231,0.5099999999999999
both,300,90.0,0.25,none,834,0.5173913043478261,0.0366627497062279,0.5173913043478261,0.5540540540540541,0.5357226792009401,0.0714789639345013,0.5353618421052632,0.4999999999999999
geo,300,90.0,0.15,Jupiter,656,0.5173913043478261,0.0141402271837054,0.5173913043478261,0.5315315315315315,0.5244614179396788,0.0489194827199042,0.524333954959056,0.4999999999999999
geo,300,70.0,0.15,none,769,0.5173913043478261,0.0051312181746964,0.5173913043478261,0.5225225225225225,0.5199569134351743,0.0399079653787434,0.51989035463423,0.5099999999999999
geo,75,90.0,0.1,"MeanNode,Saturn",565,0.5158371040723982,0.0123014240661298,0.5281385281385281,0.5158371040723982,0.5219878161054632,0.0439687425832145,0.5219741480611046,0.4999999999999999
geo,75,70.0,0.1,"MeanNode,Saturn",565,0.5158371040723982,0.0123014240661298,0.5281385281385281,0.5158371040723982,0.5219878161054632,0.0439687425832145,0.5219741480611046,0.4999999999999999
both,200,70.0,0.25,Uranus,734,0.5155555555555555,0.1144003915810083,0.5155555555555555,0.6299559471365639,0.5727557513460597,0.1464826692175827,0.5714797986000246,0.5199999999999999
geo,200,50.0,0.15,MeanNode,660,0.5155555555555555,0.0395105237395986,0.5155555555555555,0.5550660792951542,0.5353108174253549,0.0706770080905025,0.5351707116412998,0.4999999999999999
geo,200,70.0,0.25,Saturn,666,0.5155555555555555,0.0395105237395986,0.5155555555555555,0.5550660792951542,0.5353108174253549,0.0706770080905025,0.5351707116412998,0.5099999999999999
both,200,50.0,0.25,Jupiter,716,0.5155555555555555,0.0483210964268233,0.5155555555555555,0.5638766519823789,0.5397161037689673,0.0795256847194856,0.5394984326018808,0.4999999999999999
geo,200,90.0,0.1,"MeanNode,Saturn",565,0.5155555555555555,0.0395105237395986,0.5550660792951542,0.5155555555555555,0.5353108174253549,0.0706770080905025,0.5351707116412998,0.4999999999999999
geo,150,70.0,0.05,Mars,636,0.5155555555555555,0.0923739598629466,0.5155555555555555,0.6079295154185022,0.5617425354870289,0.1240204309699948,0.5609066823667943,0.4999999999999999
geo,200,50.0,0.25,Jupiter,656,0.5154185022026432,0.0134703866862456,0.5288888888888889,0.5154185022026432,0.522153695545766,0.0443108614857954,0.5221145374449339,0.4999999999999999
both,150,70.0,0.1,"Pluto,Saturn",628,0.5154185022026432,0.0356926089084679,0.5511111111111111,0.5154185022026432,0.5332648066568771,0.0665706827910283,0.5330738537612298,0.4999999999999999
both,200,90.0,0.05,MeanNode,708,0.5154185022026432,0.0579148311306901,0.5154185022026432,0.5733333333333334,0.5443759177679883,0.0888981614549754,0.5439263322884013,0.5099999999999999
both,200,70.0,0.1,"Pluto,Venus",628,0.5154185022026432,0.0490259422418012,0.5644444444444444,0.5154185022026432,0.5399314733235439,0.0799569307297958,0.5395976572447161,0.5199999999999999
geo,200,90.0,0.25,Mars,644,0.5154185022026432,0.0001370533529123,0.5154185022026432,0.5155555555555555,0.5154870288790994,0.030973754541332,0.5154843541210848,0.4999999999999999
both,300,70.0,0.05,Sun,710,0.5135135135135135,0.0343125734430082,0.5478260869565217,0.5135135135135135,0.5306698002350176,0.0613684525885028,0.5306426332288401,0.4999999999999999
both,150,50.0,0.1,"Pluto,Saturn",628,0.5132743362831859,0.0486725663716813,0.5132743362831859,0.5619469026548672,0.5376106194690266,0.0753104978228636,0.537336604908342,0.4999999999999999
geo,300,50.0,0.1,Mercury,656,0.5132743362831859,0.0176991150442478,0.5132743362831859,0.5309734513274337,0.5221238938053098,0.0442547197409472,0.5220864661654135,0.4999999999999999
geo,300,90.0,0.25,none,769,0.5130434782608696,0.135605170387779,0.5130434782608696,0.6486486486486487,0.5808460634547592,0.1631102527594912,0.5782505352898423,0.4999999999999999
geo,300,70.0,0.25,"Pluto,Venus",573,0.5130434782608696,0.0410105757931844,0.5130434782608696,0.5540540540540541,0.5335487661574618,0.0671402811207548,0.5331287112233758,0.4999999999999999
both,300,70.0,0.05,"Pluto,Venus",624,0.5130434782608696,0.0004700352526438,0.5130434782608696,0.5135135135135135,0.5132784958871915,0.0265528318445683,0.5132362155388471,0.5099999999999999
both,300,70.0,0.1,Mercury,716,0.5130434782608696,0.0455150802976889,0.5130434782608696,0.5585585585585585,0.5358010184097141,0.0716610066815014,0.5353163491099928,0.4999999999999999
both,300,70.0,0.25,"MeanNode,Pluto",628,0.5130434782608696,0.0410105757931844,0.5130434782608696,0.5540540540540541,0.5335487661574618,0.0671402811207548,0.5331287112233758,0.4999999999999999
geo,200,50.0,0.25,Neptune,672,0.5111111111111111,0.0791972589329418,0.5111111111111111,0.5903083700440529,0.550709740577582,0.1017417003440475,0.5500899761207788,0.4999999999999999
geo,200,50.0,0.15,Uranus,674,0.5111111111111111,0.0395496818404307,0.5111111111111111,0.5506607929515418,0.5308859520313265,0.0618203383769158,0.5307437660378838,0.4999999999999999
helio,200,50.0,0.15,"MeanNode,Pluto",55,0.5111111111111111,0.0087126774351444,0.5111111111111111,0.5198237885462555,0.5154674498286833,0.0309358082113312,0.5154653809442229,0.4999999999999999
helio,200,50.0,0.1,"MeanNode,Pluto",55,0.5111111111111111,0.0087126774351444,0.5111111111111111,0.5198237885462555,0.5154674498286833,0.0309358082113312,0.5154653809442229,0.4999999999999999
helio,200,50.0,0.05,"MeanNode,Pluto",55,0.5111111111111111,0.0087126774351444,0.5111111111111111,0.5198237885462555,0.5154674498286833,0.0309358082113312,0.5154653809442229,0.4999999999999999
both,200,50.0,0.05,"MeanNode,Pluto",622,0.5111111111111111,0.0175232501223691,0.5111111111111111,0.5286343612334802,0.5198727361722957,0.0397513099699946,0.5198527504050832,0.5099999999999999
geo,200,90.0,0.25,MeanNode,660,0.5111111111111111,0.0439549681840431,0.5550660792951542,0.5111111111111111,0.5330885952031326,0.0662414202792807,0.532909203998374,0.4999999999999999
helio,200,50.0,0.25,"MeanNode,Pluto",55,0.5111111111111111,0.0087126774351444,0.5111111111111111,0.5198237885462555,0.5154674498286833,0.0309358082113312,0.5154653809442229,0.4999999999999999
geo,200,70.0,0.25,"MeanNode,Saturn",567,0.5110132158590308,0.0800978952520803,0.5911111111111111,0.5110132158590308,0.551062163485071,0.1024487855201837,0.5502487562189055,0.5099999999999999
both,200,50.0,0.05,MeanNode,708,0.5110132158590308,0.0623201174743025,0.5733333333333334,0.5110132158590308,0.542173274596182,0.0845080256879441,0.5416562568888236,0.4999999999999999
geo,75,90.0,0.25,Venus,658,0.5108225108225108,0.0593132357838239,0.5108225108225108,0.5701357466063348,0.5404791287144228,0.0810726793797268,0.5396788092440266,0.4999999999999999
geo,300,90.0,0.1,"MeanNode,Saturn",565,0.509009009009009,0.0692518605562083,0.5782608695652174,0.509009009009009,0.5436349392871132,0.0874757040454311,0.5433537350910232,0.4999999999999999
geo,300,90.0,0.25,"MeanNode,Venus",559,0.509009009009009,0.0779475127301214,0.5869565217391305,0.509009009009009,0.5479827653740698,0.0962562845618926,0.5476008242566971,0.5099999999999999
geo,300,70.0,0.1,none,767,0.509009009009009,0.0344692518605561,0.5434782608695652,0.509009009009009,0.5262436349392872,0.0525119581536358,0.5262147335423197,0.4999999999999999
both,300,70.0,0.1,"Pluto,Saturn",628,0.509009009009009,0.0257735996866431,0.5347826086956522,0.509009009009009,0.5218958088523307,0.043800196726725,0.5218898748310512,0.5199999999999999
geo,75,50.0,0.1,"MeanNode,Pluto",573,0.509009009009009,0.0649040344692518,0.5739130434782609,0.509009009009009,0.541461026243635,0.0830922845177496,0.5412247539753754,0.4999999999999999
both,300,90.0,0.05,MeanNode,708,0.509009009009009,0.0605562083822953,0.5695652173913044,0.509009009009009,0.5392871132001567,0.078713091120844,0.5390920678497892,0.5199999999999999
geo,75,50.0,0.15,"MeanNode,Pluto",573,0.509009009009009,0.0649040344692518,0.5739130434782609,0.509009009009009,0.541461026243635,0.0830922845177496,0.5412247539753754,0.4999999999999999
geo,150,50.0,0.1,Mars,642,0.5088495575221239,0.0442477876106194,0.5530973451327433,0.5088495575221239,0.5309734513274336,0.0620076337361522,0.5307437660378838,0.4999999999999999
geo,150,50.0,0.1,Moon,642,0.5088495575221239,0.0663716814159292,0.5088495575221239,0.5752212389380531,0.5420353982300885,0.0842565848525264,0.5415304857432661,0.4999999999999999
both,150,90.0,0.05,Pluto,728,0.5088495575221239,0.0265486725663717,0.5088495575221239,0.5353982300884956,0.5221238938053098,0.0442633894872819,0.5220396733702783,0.4899999999999999
geo,150,90.0,0.1,"MeanNode,Venus",557,0.5088495575221239,0.079646017699115,0.588495575221239,0.5088495575221239,0.5486725663716814,0.0976553633314098,0.547955681929601,0.4999999999999999
geo,150,90.0,0.25,Jupiter,656,0.5088495575221239,0.1106194690265486,0.6194690265486725,0.5088495575221239,0.5641592920353982,0.1291109594440609,0.5628218913093643,0.4999999999999999
geo,75,50.0,0.15,none,769,0.508695652173913,0.036349392871132,0.508695652173913,0.545045045045045,0.526870348609479,0.0537659750647674,0.5265115914786967,0.4999999999999999
geo,75,50.0,0.15,Uranus,674,0.508695652173913,0.036349392871132,0.508695652173913,0.545045045045045,0.526870348609479,0.0537659750647674,0.5265115914786967,0.4999999999999999
both,75,50.0,0.1,Uranus,732,0.508695652173913,0.0318448883666275,0.508695652173913,0.5405405405405406,0.5246180963572268,0.0492521110689441,0.524315328324237,0.4899999999999999
both,300,70.0,0.05,Neptune,722,0.508695652173913,0.045358401880141,0.508695652173913,0.5540540540540541,0.5313748531139835,0.062801385505342,0.5308907905300879,0.4899999999999999
geo,300,90.0,0.15,"MeanNode,Venus",559,0.508695652173913,0.1039169604386995,0.508695652173913,0.6126126126126126,0.5606541323932628,0.1219222877802779,0.5589551982661822,0.5099999999999999
geo,75,90.0,0.15,"MeanNode,Saturn",567,0.5067873303167421,0.073299249769838,0.5800865800865801,0.5067873303167421,0.5434369552016611,0.0870994108745687,0.543165538219998,0.4899999999999999
geo,75,70.0,0.15,"MeanNode,Saturn",567,0.5067873303167421,0.073299249769838,0.5800865800865801,0.5067873303167421,0.5434369552016611,0.0870994108745687,0.543165538219998,0.4899999999999999
both,200,90.0,0.15,Jupiter,716,0.5066666666666667,0.030778267254038,0.5374449339207048,0.5066666666666667,0.5220558002936857,0.0441323431268531,0.5219741480611046,0.4999999999999999
both,200,50.0,0.1,Mars,702,0.5066666666666667,0.0219676945668134,0.5066666666666667,0.5286343612334802,0.5176505139500734,0.0353093247515218,0.5176141147903734,0.4999999999999999
both,150,70.0,0.05,"MeanNode,Saturn",610,0.5066666666666667,0.0395888399412628,0.5066666666666667,0.5462555066079295,0.5264610866372981,0.0529636686633291,0.5263168204344675,0.4999999999999999
geo,200,90.0,0.25,"Pluto,Venus",573,0.5066666666666667,0.0087518355359764,0.5154185022026432,0.5066666666666667,0.5110425844346549,0.0220858175078364,0.5110404072542156,0.5099999999999999
helio,200,50.0,0.05,"MeanNode,Saturn",55,0.5066079295154186,0.0533920704845815,0.56,0.5066079295154186,0.5333039647577094,0.0667013703540237,0.532909203998374,0.4999999999999999
helio,200,50.0,0.15,"MeanNode,Saturn",55,0.5066079295154186,0.0533920704845815,0.56,0.5066079295154186,0.5333039647577094,0.0667013703540237,0.532909203998374,0.4999999999999999
helio,200,50.0,0.1,"MeanNode,Saturn",55,0.5066079295154186,0.0533920704845815,0.56,0.5066079295154186,0.5333039647577094,0.0667013703540237,0.532909203998374,0.4999999999999999
