coord_mode,gauss_window,gauss_std,orb_mult,exclude_bodies,n_features,recall_min,recall_gap,recall_down,recall_up,balanced_accuracy,mcc,f1_macro,threshold
geo,75,50.0,0.05,none,757,0.43043478260869567,0.16415981198589896,0.43043478260869567,0.5945945945945946,0.5125146886016452,0.02536773383189612,0.508441798095613,0.49999999999999994
geo,75,50.0,0.05,Sun,650,0.45495495495495497,0.12330591461026241,0.5782608695652174,0.45495495495495497,0.5166079122600862,0.03346848002313076,0.5152695789059425,0.5099999999999999
geo,75,50.0,0.05,Moon,634,0.32432432432432434,0.4191539365452409,0.7434782608695653,0.32432432432432434,0.5339012925969449,0.07471339894655157,0.5143108332519293,0.49999999999999994
geo,75,50.0,0.05,Mercury,652,0.4954954954954955,0.0653740697218958,0.5608695652173913,0.4954954954954955,0.5281825303564434,0.05648077346293891,0.5279269207572704,0.49999999999999994
geo,75,50.0,0.05,Venus,648,0.44594594594594594,0.13666274970622794,0.5826086956521739,0.44594594594594594,0.5142773207990599,0.028822606421471372,0.5125640760492223,0.49999999999999994
geo,75,50.0,0.05,Mars,636,0.2882882882882883,0.4204073638856248,0.7086956521739131,0.2882882882882883,0.4984919702311007,-0.0033234729745144262,0.47712888747217264,0.49999999999999994
geo,75,50.0,0.05,Jupiter,644,0.47391304347826085,0.026086956521739146,0.47391304347826085,0.5,0.4869565217391304,-0.026092067101966775,0.4867156142927068,0.49999999999999994
geo,75,50.0,0.05,Saturn,654,0.4009009009009009,0.19040344692518607,0.591304347826087,0.4009009009009009,0.49610262436349395,-0.00793854629835436,0.49229817660011377,0.49999999999999994
geo,75,50.0,0.05,Uranus,662,0.22608695652173913,0.5622013317665492,0.22608695652173913,0.7882882882882883,0.5071876224050137,0.0173760358799731,0.46240253733315717,0.48999999999999994
geo,75,50.0,0.05,Neptune,662,0.22522522522522523,0.5226008617312965,0.7478260869565218,0.22522522522522523,0.4865256560908735,-0.031592713540058354,0.45116671945940234,0.49999999999999994
geo,75,50.0,0.05,Pluto,668,0.23423423423423423,0.4962005483744614,0.7304347826086957,0.23423423423423423,0.48233450842146497,-0.040671046954812495,0.4505365526492287,0.49999999999999994
