model,model_type,seed,epochs,batch_size,lr,weight_decay,dropout,cross_layers,cross_rank,embed_dim,hidden_dims,cutoff_kind,best_epoch,best_margin,best_val_score,train_loss_last,train_acc,train_mcc,train_recall_down,train_recall_sideways,train_recall_up,train_recall_min,train_recall_gap,train_pred_up_share,train_true_up_share,train_pred_down_share,train_true_down_share,train_pred_sideways_share,train_true_sideways_share,train_true_balance_gap_ud,train_pred_balance_gap_ud,train_pred_target_gap,train_support_true_0,train_support_pred_0,train_share_true_0,train_share_pred_0,train_cm_00,train_cm_01,train_support_true_1,train_support_pred_1,train_share_true_1,train_share_pred_1,train_cm_10,train_cm_11,val_acc,val_mcc,val_recall_down,val_recall_sideways,val_recall_up,val_recall_min,val_recall_gap,val_pred_up_share,val_true_up_share,val_pred_down_share,val_true_down_share,val_pred_sideways_share,val_true_sideways_share,val_true_balance_gap_ud,val_pred_balance_gap_ud,val_pred_target_gap,val_support_true_0,val_support_pred_0,val_share_true_0,val_share_pred_0,val_cm_00,val_cm_01,val_support_true_1,val_support_pred_1,val_share_true_1,val_share_pred_1,val_cm_10,val_cm_11,test_acc,test_mcc,test_recall_down,test_recall_sideways,test_recall_up,test_recall_min,test_recall_gap,test_pred_up_share,test_true_up_share,test_pred_down_share,test_true_down_share,test_pred_sideways_share,test_true_sideways_share,test_true_balance_gap_ud,test_pred_balance_gap_ud,test_pred_target_gap,test_support_true_0,test_support_pred_0,test_share_true_0,test_share_pred_0,test_cm_00,test_cm_01,test_support_true_1,test_support_pred_1,test_share_true_1,test_share_pred_1,test_cm_10,test_cm_11
dcn_cross_light,dcn,44,6,512,0.001,0.0001,0.15,2,32,32,384x192x96,threshold,6,0.86,0.377539930083968,0.0930550083518028,0.99335232668566,0.9865797619996708,1.0,,0.9848975188781014,0.9848975188781014,0.0151024811218986,0.4335232668566002,0.4401709401709401,0.5664767331433999,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1329534662867996,0.0066476733143399,1179.0,1193.0,0.5598290598290598,0.5664767331433999,1179.0,0.0,927.0,913.0,0.4401709401709401,0.4335232668566002,14.0,913.0,0.3946784922394678,-0.2107670827520444,0.3991769547325103,,0.3894230769230769,0.3894230769230769,0.0097538778094333,0.5033259423503326,0.4611973392461197,0.4966740576496674,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0066518847006651,0.0421286031042128,243.0,224.0,0.5388026607538803,0.4966740576496674,97.0,146.0,208.0,227.0,0.4611973392461197,0.5033259423503326,127.0,81.0,0.7477876106194691,0.0290607233016792,0.7562076749435666,,0.3333333333333333,0.3333333333333333,0.4228743416102332,0.245575221238938,0.0199115044247787,0.754424778761062,0.9800884955752212,0.0,0.0,0.9601769911504424,0.5088495575221239,0.2256637168141592,443.0,341.0,0.9800884955752212,0.754424778761062,335.0,108.0,9.0,111.0,0.0199115044247787,0.245575221238938,6.0,3.0
dcn_dropout_low,dcn,45,6,512,0.001,0.0001,0.08,3,64,32,384x192x96,threshold,5,0.68,0.4336227784059762,0.0789430558681488,0.9971509971509972,0.9942239478095214,0.9991518235793044,,0.9946062567421792,0.9946062567421792,0.0045455668371254,0.4382716049382716,0.4401709401709401,0.5617283950617284,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1234567901234568,0.0018993352326685,1179.0,1183.0,0.5598290598290598,0.5617283950617284,1178.0,1.0,927.0,923.0,0.4401709401709401,0.4382716049382716,5.0,922.0,0.4412416851441241,-0.1170163326684139,0.4403292181069959,,0.4423076923076923,0.4403292181069959,0.0019784742006964,0.5055432372505543,0.4611973392461197,0.4944567627494456,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0110864745011086,0.0443458980044345,243.0,223.0,0.5388026607538803,0.4944567627494456,107.0,136.0,208.0,228.0,0.4611973392461197,0.5055432372505543,116.0,92.0,0.7522123893805309,0.0307148105488805,0.7607223476297968,,0.3333333333333333,0.3333333333333333,0.4273890142964635,0.2411504424778761,0.0199115044247787,0.7588495575221239,0.9800884955752212,0.0,0.0,0.9601769911504424,0.5176991150442478,0.2212389380530973,443.0,343.0,0.9800884955752212,0.7588495575221239,337.0,106.0,9.0,109.0,0.0199115044247787,0.2411504424778761,6.0,3.0
dcn_cross_light,dcn,42,6,512,0.001,0.0001,0.15,2,32,32,384x192x96,threshold,4,0.73,0.4357565334394602,0.0869791284203529,0.9819563152896488,0.9637656635159568,0.998303647158609,,0.9611650485436892,0.9611650485436892,0.0371385986149196,0.4240265906932574,0.4401709401709401,0.5759734093067427,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1519468186134853,0.0161443494776827,1179.0,1213.0,0.5598290598290598,0.5759734093067427,1177.0,2.0,927.0,893.0,0.4401709401709401,0.4240265906932574,36.0,891.0,0.4434589800443459,-0.112908823741011,0.4444444444444444,,0.4423076923076923,0.4423076923076923,0.0021367521367521,0.5033259423503326,0.4611973392461197,0.4966740576496674,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0066518847006651,0.0421286031042128,243.0,224.0,0.5388026607538803,0.4966740576496674,108.0,135.0,208.0,227.0,0.4611973392461197,0.5033259423503326,116.0,92.0,0.8097345132743363,0.0551114636962686,0.8194130925507901,,0.3333333333333333,0.3333333333333333,0.4860797592174568,0.1836283185840708,0.0199115044247787,0.8163716814159292,0.9800884955752212,0.0,0.0,0.9601769911504424,0.6327433628318584,0.163716814159292,443.0,369.0,0.9800884955752212,0.8163716814159292,363.0,80.0,9.0,83.0,0.0199115044247787,0.1836283185840708,6.0,3.0
deepfm_wider_mlp,deepfm,43,6,512,0.001,0.0001,0.15,3,64,32,512x256x128,threshold,2,0.5,0.4596672952160757,0.2737930178642273,0.5916429249762583,0.1454946998912771,0.7871077184054284,,0.343042071197411,0.343042071197411,0.4440656472080174,0.2701804368471035,0.4401709401709401,0.7298195631528965,0.5598290598290598,0.0,0.0,0.1196581196581196,0.459639126305793,0.1699905033238366,1179.0,1537.0,0.5598290598290598,0.7298195631528965,928.0,251.0,927.0,569.0,0.4401709401709401,0.2701804368471035,609.0,318.0,0.4767184035476718,-0.0472228728224983,0.4814814814814814,,0.4711538461538461,0.4711538461538461,0.0103276353276353,0.4966740576496674,0.4611973392461197,0.5033259423503326,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0066518847006651,0.0354767184035477,243.0,227.0,0.5388026607538803,0.5033259423503326,117.0,126.0,208.0,224.0,0.4611973392461197,0.4966740576496674,110.0,98.0,0.834070796460177,0.0677878864542332,0.8442437923250564,,0.3333333333333333,0.3333333333333333,0.510910458991723,0.1592920353982301,0.0199115044247787,0.8407079646017699,0.9800884955752212,0.0,0.0,0.9601769911504424,0.6814159292035398,0.1393805309734513,443.0,380.0,0.9800884955752212,0.8407079646017699,374.0,69.0,9.0,72.0,0.0199115044247787,0.1592920353982301,6.0,3.0
dcn_cross_light,dcn,45,6,512,0.001,0.0001,0.15,2,32,32,384x192x96,threshold,4,0.89,0.40661660556647,0.0844925835728645,0.9719848053181388,0.9443143203300516,1.0,,0.9363538295577132,0.9363538295577132,0.0636461704422869,0.4121557454890788,0.4401709401709401,0.5878442545109211,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1756885090218423,0.0280151946818613,1179.0,1238.0,0.5598290598290598,0.5878442545109211,1179.0,0.0,927.0,868.0,0.4401709401709401,0.4121557454890788,59.0,868.0,0.4146341463414634,-0.1703956644621982,0.4156378600823045,,0.4134615384615384,0.4134615384615384,0.002176321620766,0.5055432372505543,0.4611973392461197,0.4944567627494456,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0110864745011086,0.0443458980044345,243.0,223.0,0.5388026607538803,0.4944567627494456,101.0,142.0,208.0,228.0,0.4611973392461197,0.5055432372505543,122.0,86.0,0.8495575221238938,0.0769873018636019,0.8600451467268623,,0.3333333333333333,0.3333333333333333,0.5267118133935289,0.1438053097345132,0.0199115044247787,0.8561946902654868,0.9800884955752212,0.0,0.0,0.9601769911504424,0.7123893805309736,0.1238938053097345,443.0,387.0,0.9800884955752212,0.8561946902654868,381.0,62.0,9.0,65.0,0.0199115044247787,0.1438053097345132,6.0,3.0
deepfm_embed96,deepfm,42,6,512,0.001,0.0001,0.15,3,64,96,384x192x96,threshold,5,0.89,0.3246943358257722,1.3300443887710571,0.7891737891737892,0.569985020547884,0.8566581849024597,,0.703344120819849,0.703344120819849,0.1533140640826107,0.3898385565052232,0.4401709401709401,0.6101614434947769,0.5598290598290598,0.0,0.0,0.1196581196581196,0.2203228869895536,0.0503323836657169,1179.0,1285.0,0.5598290598290598,0.6101614434947769,1010.0,169.0,927.0,821.0,0.4401709401709401,0.3898385565052232,275.0,652.0,0.401330376940133,-0.1927572743989949,0.3744855967078189,,0.4326923076923077,0.3744855967078189,0.0582067109844887,0.5365853658536586,0.4611973392461197,0.4634146341463415,0.5388026607538803,0.0,0.0,0.0776053215077605,0.073170731707317,0.0753880266075388,243.0,209.0,0.5388026607538803,0.4634146341463415,91.0,152.0,208.0,242.0,0.4611973392461197,0.5365853658536586,118.0,90.0,0.2920353982300885,-0.0151291795565814,0.2844243792325056,,0.6666666666666666,0.2844243792325056,0.382242287434161,0.7146017699115044,0.0199115044247787,0.2853982300884956,0.9800884955752212,0.0,0.0,0.9601769911504424,0.4292035398230088,0.6946902654867256,443.0,129.0,0.9800884955752212,0.2853982300884956,126.0,317.0,9.0,323.0,0.0199115044247787,0.7146017699115044,3.0,6.0
deepfm_narrow,deepfm,44,6,512,0.001,0.0001,0.15,3,64,32,256x128,threshold,1,0.79,0.57106109300215,0.3234947741031647,0.6847103513770181,0.3718658961761392,0.6658184902459712,,0.7087378640776699,0.6658184902459712,0.0429193738316987,0.4990503323836657,0.4401709401709401,0.5009496676163343,0.5598290598290598,0.0,0.0,0.1196581196581196,0.0018993352326686,0.0588793922127255,1179.0,1055.0,0.5598290598290598,0.5009496676163343,785.0,394.0,927.0,1051.0,0.4401709401709401,0.4990503323836657,270.0,657.0,0.6053215077605322,0.2081857373892458,0.6172839506172839,,0.5913461538461539,0.5913461538461539,0.02593779677113,0.4789356984478936,0.4611973392461197,0.5210643015521065,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0421286031042129,0.0177383592017738,243.0,235.0,0.5388026607538803,0.5210643015521065,150.0,93.0,208.0,216.0,0.4611973392461197,0.4789356984478936,85.0,123.0,0.2787610619469026,-0.1203351666269629,0.2776523702031602,,0.3333333333333333,0.2776523702031602,0.055680963130173,0.7146017699115044,0.0199115044247787,0.2853982300884956,0.9800884955752212,0.0,0.0,0.9601769911504424,0.4292035398230088,0.6946902654867256,443.0,129.0,0.9800884955752212,0.2853982300884956,123.0,320.0,9.0,323.0,0.0199115044247787,0.7146017699115044,6.0,3.0
deepfm_xwide,deepfm,44,6,512,0.001,0.0001,0.15,3,64,32,640x320x160,threshold,2,0.36,0.411837857766042,0.2167864173650741,0.7169990503323836,0.50182986110371,0.5513146734520781,,0.9277238403451996,0.5513146734520781,0.3764091668931215,0.6595441595441596,0.4401709401709401,0.3404558404558404,0.5598290598290598,0.0,0.0,0.1196581196581196,0.3190883190883191,0.2193732193732194,1179.0,717.0,0.5598290598290598,0.3404558404558404,650.0,529.0,927.0,1389.0,0.4401709401709401,0.6595441595441596,67.0,860.0,0.4279379157427938,-0.1430352724150607,0.4238683127572016,,0.4326923076923077,0.4238683127572016,0.008823994935106,0.5099778270509978,0.4611973392461197,0.4900221729490022,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0199556541019955,0.048780487804878,243.0,221.0,0.5388026607538803,0.4900221729490022,103.0,140.0,208.0,230.0,0.4611973392461197,0.5099778270509978,118.0,90.0,0.245575221238938,0.0769458949611382,0.2302483069977426,,1.0,0.2302483069977426,0.7697516930022573,0.7743362831858407,0.0199115044247787,0.2256637168141592,0.9800884955752212,0.0,0.0,0.9601769911504424,0.5486725663716814,0.754424778761062,443.0,102.0,0.9800884955752212,0.2256637168141592,102.0,341.0,9.0,350.0,0.0199115044247787,0.7743362831858407,0.0,9.0
deepfm_base,deepfm,45,6,512,0.001,0.0001,0.15,3,64,32,384x192x96,threshold,2,0.3,0.4702521321898015,0.2729480445384979,0.7084520417853751,0.4196929928592307,0.6870229007633588,,0.7357065803667745,0.6870229007633588,0.0486836796034156,0.4990503323836657,0.4401709401709401,0.5009496676163343,0.5598290598290598,0.0,0.0,0.1196581196581196,0.0018993352326686,0.0588793922127255,1179.0,1055.0,0.5598290598290598,0.5009496676163343,810.0,369.0,927.0,1051.0,0.4401709401709401,0.4990503323836657,245.0,682.0,0.4855875831485587,-0.0294304620932195,0.4897119341563786,,0.4807692307692308,0.4807692307692308,0.0089427033871478,0.4966740576496674,0.4611973392461197,0.5033259423503326,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0066518847006651,0.0354767184035477,243.0,227.0,0.5388026607538803,0.5033259423503326,119.0,124.0,208.0,224.0,0.4611973392461197,0.4966740576496674,108.0,100.0,0.4336283185840708,-0.095539131263317,0.437923250564334,,0.2222222222222222,0.2222222222222222,0.2157010283421118,0.5553097345132744,0.0199115044247787,0.4446902654867257,0.9800884955752212,0.0,0.0,0.9601769911504424,0.1106194690265486,0.5353982300884956,443.0,201.0,0.9800884955752212,0.4446902654867257,194.0,249.0,9.0,251.0,0.0199115044247787,0.5553097345132744,7.0,2.0
dcn_base,dcn,45,6,512,0.001,0.0001,0.15,3,64,32,384x192x96,threshold,4,0.89,0.4224938610270588,0.0837342500686645,0.9886039886039886,0.97703872644819,0.9991518235793044,,0.9751887810140236,0.9751887810140236,0.0239630425652808,0.429724596391263,0.4401709401709401,0.570275403608737,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1405508072174739,0.0104463437796771,1179.0,1201.0,0.5598290598290598,0.570275403608737,1178.0,1.0,927.0,905.0,0.4401709401709401,0.429724596391263,23.0,904.0,0.4279379157427938,-0.1437059985653061,0.4279835390946502,,0.4278846153846153,0.4278846153846153,9.892371003483724e-05,0.5055432372505543,0.4611973392461197,0.4944567627494456,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0110864745011086,0.0443458980044345,243.0,223.0,0.5388026607538803,0.4944567627494456,104.0,139.0,208.0,228.0,0.4611973392461197,0.5055432372505543,119.0,89.0,0.8650442477876106,0.0425397826906031,0.8781038374717833,,0.2222222222222222,0.2222222222222222,0.6558816152495611,0.1238938053097345,0.0199115044247787,0.8761061946902655,0.9800884955752212,0.0,0.0,0.9601769911504424,0.752212389380531,0.1039823008849557,443.0,396.0,0.9800884955752212,0.8761061946902655,389.0,54.0,9.0,56.0,0.0199115044247787,0.1238938053097345,7.0,2.0
deepfm_embed64,deepfm,44,6,512,0.001,0.0001,0.15,3,64,64,384x192x96,threshold,2,0.13,0.5026042011035237,0.4519328951835632,0.6628679962013295,0.3227862914067972,0.9219677692960137,,0.3333333333333333,0.3333333333333333,0.5886344359626803,0.1904083570750237,0.4401709401709401,0.8095916429249762,0.5598290598290598,0.0,0.0,0.1196581196581196,0.6191832858499524,0.2497625830959164,1179.0,1705.0,0.5598290598290598,0.8095916429249762,1087.0,92.0,927.0,401.0,0.4401709401709401,0.1904083570750237,618.0,309.0,0.5121951219512195,0.0246366784607282,0.5102880658436214,,0.5144230769230769,0.5102880658436214,0.0041350110794554,0.5011086474501109,0.4611973392461197,0.4988913525498891,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0022172949002217,0.0399113082039911,243.0,225.0,0.5388026607538803,0.4988913525498891,124.0,119.0,208.0,226.0,0.4611973392461197,0.5011086474501109,101.0,107.0,0.2035398230088495,0.0675997756668516,0.1873589164785553,,1.0,0.1873589164785553,0.8126410835214447,0.8163716814159292,0.0199115044247787,0.1836283185840708,0.9800884955752212,0.0,0.0,0.9601769911504424,0.6327433628318584,0.7964601769911505,443.0,83.0,0.9800884955752212,0.1836283185840708,83.0,360.0,9.0,369.0,0.0199115044247787,0.8163716814159292,0.0,9.0
deepfm_embed64,deepfm,42,6,512,0.001,0.0001,0.15,3,64,64,384x192x96,threshold,5,0.88,0.568256752782498,0.64585862159729,0.8399810066476733,0.6892696662414235,0.7888040712468194,,0.9050701186623517,0.7888040712468194,0.1162660474155322,0.51661918328585,0.4401709401709401,0.48338081671415,0.5598290598290598,0.0,0.0,0.1196581196581196,0.0332383665716999,0.0764482431149098,1179.0,1018.0,0.5598290598290598,0.48338081671415,930.0,249.0,927.0,1088.0,0.4401709401709401,0.51661918328585,88.0,839.0,0.5809312638580931,0.1608308332038034,0.5843621399176955,,0.5769230769230769,0.5769230769230769,0.0074390629946186,0.4900221729490022,0.4611973392461197,0.5099778270509978,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0199556541019955,0.0288248337028825,243.0,230.0,0.5388026607538803,0.5099778270509978,142.0,101.0,208.0,221.0,0.4611973392461197,0.4900221729490022,88.0,120.0,0.1725663716814159,-0.142909249461403,0.1670428893905192,,0.4444444444444444,0.1670428893905192,0.2774015550539252,0.8252212389380531,0.0199115044247787,0.1747787610619469,0.9800884955752212,0.0,0.0,0.9601769911504424,0.6504424778761062,0.8053097345132744,443.0,79.0,0.9800884955752212,0.1747787610619469,74.0,369.0,9.0,373.0,0.0199115044247787,0.8252212389380531,5.0,4.0
dcn_wider_mlp,dcn,44,6,512,0.001,0.0001,0.15,3,64,32,512x256x128,threshold,1,0.1,0.4953432007869678,0.0923316687345504,0.8903133903133903,0.78782404336596,0.8430873621713316,,0.9503775620280476,0.8430873621713316,0.1072901998567158,0.5061728395061729,0.4401709401709401,0.4938271604938271,0.5598290598290598,0.0,0.0,0.1196581196581196,0.0123456790123457,0.0660018993352327,1179.0,1040.0,0.5598290598290598,0.4938271604938271,994.0,185.0,927.0,1066.0,0.4401709401709401,0.5061728395061729,46.0,881.0,0.5033259423503326,0.0068446176348059,0.5020576131687243,,0.5048076923076923,0.5020576131687243,0.0027500791389679,0.5011086474501109,0.4611973392461197,0.4988913525498891,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0022172949002217,0.0399113082039911,243.0,225.0,0.5388026607538803,0.4988913525498891,122.0,121.0,208.0,226.0,0.4611973392461197,0.5011086474501109,103.0,105.0,0.2345132743362832,-0.2103023331185544,0.237020316027088,,0.1111111111111111,0.1111111111111111,0.1259092049159769,0.75,0.0199115044247787,0.25,0.9800884955752212,0.0,0.0,0.9601769911504424,0.5,0.7300884955752213,443.0,113.0,0.9800884955752212,0.25,105.0,338.0,9.0,339.0,0.0199115044247787,0.75,8.0,1.0
deepfm_embed96,deepfm,44,6,512,0.001,0.0001,0.15,3,64,96,384x192x96,threshold,4,0.12,0.5570617034776926,0.4999309837818145,0.8214624881291548,0.671595335004376,0.7234944868532655,,0.9460625674217908,0.7234944868532655,0.2225680805685252,0.5712250712250713,0.4401709401709401,0.4287749287749288,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1424501424501424,0.1310541310541311,1179.0,903.0,0.5598290598290598,0.4287749287749288,853.0,326.0,927.0,1203.0,0.4401709401709401,0.5712250712250713,50.0,877.0,0.5787139689578714,0.1580771346551448,0.5720164609053497,,0.5865384615384616,0.5720164609053497,0.0145220006331118,0.5011086474501109,0.4611973392461197,0.4988913525498891,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0022172949002217,0.0399113082039911,243.0,225.0,0.5388026607538803,0.4988913525498891,139.0,104.0,208.0,226.0,0.4611973392461197,0.5011086474501109,86.0,122.0,0.25,-0.20121783249708,0.2528216704288939,,0.1111111111111111,0.1111111111111111,0.1417105593177828,0.7345132743362832,0.0199115044247787,0.2654867256637168,0.9800884955752212,0.0,0.0,0.9601769911504424,0.4690265486725664,0.7146017699115045,443.0,120.0,0.9800884955752212,0.2654867256637168,112.0,331.0,9.0,332.0,0.0199115044247787,0.7345132743362832,8.0,1.0
dcn_xwide,dcn,43,6,512,0.001,0.0001,0.15,3,64,32,640x320x160,threshold,2,0.24,0.4490192058518616,0.0766644641757011,0.9729344729344728,0.9464345657699744,0.9550466497031382,,0.9956850053937432,0.9550466497031382,0.040638355690605,0.4634377967711301,0.4401709401709401,0.5365622032288699,0.5598290598290598,0.0,0.0,0.1196581196581196,0.0731244064577398,0.0232668566001899,1179.0,1130.0,0.5598290598290598,0.5365622032288699,1126.0,53.0,927.0,976.0,0.4401709401709401,0.4634377967711301,4.0,923.0,0.458980044345898,-0.0821156864948051,0.4609053497942387,,0.4567307692307692,0.4567307692307692,0.0041745805634694,0.5011086474501109,0.4611973392461197,0.4988913525498891,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0022172949002217,0.0399113082039911,243.0,225.0,0.5388026607538803,0.4988913525498891,112.0,131.0,208.0,226.0,0.4611973392461197,0.5011086474501109,113.0,95.0,0.2632743362831858,-0.19394767901636,0.2663656884875846,,0.1111111111111111,0.1111111111111111,0.1552545773764735,0.7212389380530974,0.0199115044247787,0.2787610619469026,0.9800884955752212,0.0,0.0,0.9601769911504424,0.4424778761061947,0.7013274336283186,443.0,126.0,0.9800884955752212,0.2787610619469026,118.0,325.0,9.0,326.0,0.0199115044247787,0.7212389380530974,8.0,1.0
dcn_deep_cross,dcn,44,6,512,0.001,0.0001,0.15,5,64,32,384x192x96,threshold,2,0.55,0.4263617780894203,0.076724898815155,0.9681861348528016,0.9372654351020536,0.9474130619168788,,0.9946062567421792,0.9474130619168788,0.0471931948253003,0.4672364672364672,0.4401709401709401,0.5327635327635327,0.5598290598290598,0.0,0.0,0.1196581196581196,0.0655270655270655,0.027065527065527,1179.0,1122.0,0.5598290598290598,0.5327635327635327,1117.0,62.0,927.0,984.0,0.4401709401709401,0.4672364672364672,5.0,922.0,0.4323725055432372,-0.134809443266342,0.4320987654320987,,0.4326923076923077,0.4320987654320987,0.0005935422602089,0.5055432372505543,0.4611973392461197,0.4944567627494456,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0110864745011086,0.0443458980044345,243.0,223.0,0.5388026607538803,0.4944567627494456,105.0,138.0,208.0,228.0,0.4611973392461197,0.5055432372505543,118.0,90.0,0.2920353982300885,-0.1795677985442409,0.2957110609480812,,0.1111111111111111,0.1111111111111111,0.1845999498369701,0.6924778761061947,0.0199115044247787,0.3075221238938053,0.9800884955752212,0.0,0.0,0.9601769911504424,0.3849557522123894,0.672566371681416,443.0,139.0,0.9800884955752212,0.3075221238938053,131.0,312.0,9.0,313.0,0.0199115044247787,0.6924778761061947,8.0,1.0
deepfm_high_dropout,deepfm,45,6,512,0.001,0.0001,0.3,3,64,32,384x192x96,threshold,2,0.87,0.6450284470372547,0.3759783565998077,0.6875593542260209,0.358903043226129,0.8363019508057676,,0.4983818770226537,0.4983818770226537,0.3379200737831139,0.3110161443494776,0.4401709401709401,0.6889838556505223,0.5598290598290598,0.0,0.0,0.1196581196581196,0.3779677113010447,0.1291547958214625,1179.0,1451.0,0.5598290598290598,0.6889838556505223,986.0,193.0,927.0,655.0,0.4401709401709401,0.3110161443494776,465.0,462.0,0.6496674057649667,0.2984305289539033,0.6502057613168725,,0.6490384615384616,0.6490384615384616,0.0011672997784109,0.4878048780487805,0.4611973392461197,0.5121951219512195,0.5388026607538803,0.0,0.0,0.0776053215077605,0.024390243902439,0.0266075388026607,243.0,231.0,0.5388026607538803,0.5121951219512195,158.0,85.0,208.0,220.0,0.4611973392461197,0.4878048780487805,73.0,135.0,0.7123893805309734,-0.051566502630623,0.7246049661399548,,0.1111111111111111,0.1111111111111111,0.6134938550288438,0.2721238938053097,0.0199115044247787,0.7278761061946902,0.9800884955752212,0.0,0.0,0.9601769911504424,0.4557522123893805,0.252212389380531,443.0,329.0,0.9800884955752212,0.7278761061946902,321.0,122.0,9.0,123.0,0.0199115044247787,0.2721238938053097,8.0,1.0
dcn_narrow,dcn,43,6,512,0.001,0.0001,0.15,3,64,32,256x128,threshold,3,0.6,0.4648964613124505,0.076486413180828,0.9919278252611586,0.9836419730879656,0.9906700593723494,,0.9935275080906149,0.9906700593723494,0.0028574487182654,0.4425451092117758,0.4401709401709401,0.5574548907882241,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1149097815764482,0.0023741690408357,1179.0,1174.0,0.5598290598290598,0.5574548907882241,1168.0,11.0,927.0,932.0,0.4401709401709401,0.4425451092117758,6.0,921.0,0.4722838137472284,-0.0554275952559217,0.4732510288065844,,0.4711538461538461,0.4711538461538461,0.0020971826527382,0.5011086474501109,0.4611973392461197,0.4988913525498891,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0022172949002217,0.0399113082039911,243.0,225.0,0.5388026607538803,0.4988913525498891,115.0,128.0,208.0,226.0,0.4611973392461197,0.5011086474501109,110.0,98.0,0.7168141592920354,-0.0504091799510149,0.7291196388261851,,0.1111111111111111,0.1111111111111111,0.618008527715074,0.2676991150442478,0.0199115044247787,0.7323008849557522,0.9800884955752212,0.0,0.0,0.9601769911504424,0.4646017699115043,0.247787610619469,443.0,331.0,0.9800884955752212,0.7323008849557522,323.0,120.0,9.0,121.0,0.0199115044247787,0.2676991150442478,8.0,1.0
dcn_high_dropout,dcn,43,6,512,0.001,0.0001,0.3,3,64,32,384x192x96,threshold,6,0.58,0.411909024053333,0.0829426079988479,0.9981006647673314,0.996147111281714,0.9991518235793044,,0.9967637540453076,0.9967637540453076,0.002388069533997,0.4392212725546059,0.4401709401709401,0.5607787274453941,0.5598290598290598,0.0,0.0,0.1196581196581196,0.1215574548907882,0.0009496676163342,1179.0,1181.0,0.5598290598290598,0.5607787274453941,1178.0,1.0,927.0,925.0,0.4401709401709401,0.4392212725546059,3.0,924.0,0.4190687361419069,-0.1614991091632341,0.419753086419753,,0.4182692307692308,0.4182692307692308,0.0014838556505222,0.5055432372505543,0.4611973392461197,0.4944567627494456,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0110864745011086,0.0443458980044345,243.0,223.0,0.5388026607538803,0.4944567627494456,102.0,141.0,208.0,228.0,0.4611973392461197,0.5055432372505543,121.0,87.0,0.7367256637168141,-0.0451235442204231,0.7494356659142212,,0.1111111111111111,0.1111111111111111,0.63832455480311,0.247787610619469,0.0199115044247787,0.7522123893805309,0.9800884955752212,0.0,0.0,0.9601769911504424,0.5044247787610618,0.2278761061946902,443.0,340.0,0.9800884955752212,0.7522123893805309,332.0,111.0,9.0,112.0,0.0199115044247787,0.247787610619469,8.0,1.0
deepfm_wider_mlp,deepfm,42,6,512,0.001,0.0001,0.15,3,64,32,512x256x128,threshold,4,0.29,0.3973168169780635,0.2058008760213852,0.8684710351377019,0.741490381019189,0.8320610687022901,,0.9147788565264292,0.8320610687022901,0.0827177878241391,0.49667616334283,0.4401709401709401,0.50332383665717,0.5598290598290598,0.0,0.0,0.1196581196581196,0.0066476733143399,0.0565052231718898,1179.0,1060.0,0.5598290598290598,0.50332383665717,981.0,198.0,927.0,1046.0,0.4401709401709401,0.49667616334283,79.0,848.0,0.4035476718403548,-0.1923031896869979,0.4032921810699588,,0.4038461538461538,0.4032921810699588,0.000553972776195,0.5077605321507761,0.4611973392461197,0.4922394678492239,0.5388026607538803,0.0,0.0,0.0776053215077605,0.0155210643015521,0.0465631929046563,243.0,222.0,0.5388026607538803,0.4922394678492239,98.0,145.0,208.0,229.0,0.4611973392461197,0.5077605321507761,124.0,84.0,0.7522123893805309,-0.0409038714186523,0.7652370203160271,,0.1111111111111111,0.1111111111111111,0.6541259092049161,0.2323008849557522,0.0199115044247787,0.7676991150442478,0.9800884955752212,0.0,0.0,0.9601769911504424,0.5353982300884956,0.2123893805309734,443.0,347.0,0.9800884955752212,0.7676991150442478,339.0,104.0,9.0,105.0,0.0199115044247787,0.2323008849557522,8.0,1.0
